#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.3475	195471971	0.0000	11.1911	21875490	669135	914067	0.4612	0	47.84
chr10	0.2984	130694993	0.0000	12.0106	15697303	427290	476463	0.4538	0	8.91
chr11	0.5687	122082543	0.0000	17.4871	21348746	716549	896837	0.4717	0	30.55
chr12	0.2900	120129022	0.0000	10.5947	12727335	472745	333148	0.4666	0	27.25
chr13	0.4289	120421639	0.0000	11.1956	13481884	403630	795240	0.4868	0	59.68
chr14	0.2776	124902244	0.0000	10.1022	12617903	339751	464111	0.4662	0	37.95
chr15	0.3951	104043685	0.0000	13.0803	13609237	507489	439057	0.4840	0	43.74
chr16	0.6166	98207768	0.0000	12.2085	11989685	661226	737401	0.5197	0	107.88
chr17	1.1831	94987271	0.0000	14.2015	13489628	2119027	451017	0.5570	0	137.04
chr18	0.3849	90702639	0.0000	12.0153	10898161	387710	421645	0.4588	0	52.23
chr19	0.4868	61431566	0.0000	15.6695	9626012	309262	387713	0.4602	0	30.46
chr1_GL456210_random	0.0570	169725	0.0000	4.3777	7430	141	90	0.4343	0	0.32
chr1_GL456211_random	0.0383	241735	0.0000	2.8668	6930	84	144	0.4526	0	0.33
chr1_GL456212_random	0.0511	153618	0.0000	4.1590	6389	49	147	0.4292	0	0.28
chr1_GL456213_random	0.2582	39340	0.0000	17.6106	6928	93	144	0.4527	0	0.64
chr1_GL456221_random	0.0439	206961	0.0000	3.5698	7388	132	84	0.4366	0	0.26
chr2	0.4250	182113224	0.0000	13.8979	25309946	903730	881318	0.4648	0	55.66
chr3	0.3624	160039680	0.0000	10.2532	16409194	747456	592577	0.4642	0	55.15
chr4	0.3287	156508116	0.0000	13.2089	20673005	572880	619559	0.4582	0	16.39
chr4_GL456216_random	1.1539	66673	0.0000	30.3166	20213	768	1038	0.4183	0	16.30
chr4_GL456350_random	0.3278	227966	0.0000	20.6136	46992	827	949	0.4724	0	1.14
chr4_JH584292_random	0.0019	14945	0.0000	0.1874	28	0	1	0.4688	0	0.04
chr4_JH584293_random	0.3772	207968	0.0000	21.3946	44494	946	901	0.4848	0	1.11
chr4_JH584294_random	0.4336	191905	0.0000	26.0926	50073	1176	756	0.4710	0	1.05
chr4_JH584295_random	2.8411	1976	0.0000	73.2794	1448	0	132	0.5721	2	3.13
chr5	0.3443	151834684	0.0000	13.5818	20621891	603521	607958	0.4671	0	25.58
chr5_GL456354_random	0.0156	195993	0.0000	1.0674	2092	32	51	0.4399	0	0.19
chr5_JH584296_random	0.0280	199368	0.0000	1.6432	3276	43	96	0.4512	0	0.31
chr5_JH584297_random	0.0282	205776	0.0000	1.4720	3029	45	99	0.4420	0	0.35
chr5_JH584298_random	0.0105	184189	0.0000	0.7671	1413	13	37	0.4291	0	0.15
chr5_JH584299_random	0.0090	953012	0.0000	0.6789	6470	78	139	0.4134	0	0.14
chr6	0.4367	149736546	0.0000	11.2032	16775356	848385	665930	0.4744	0	66.53
chr7	0.3281	145441459	0.0000	12.8341	18666131	487493	620401	0.4662	0	9.91
chr7_GL456219_random	0.0199	175968	0.0000	1.5264	2686	36	55	0.4078	0	0.17
chr8	0.3621	129401213	0.0000	12.4780	16146733	567788	515898	0.4738	0	34.95
chr9	0.5111	124595110	0.0000	14.3026	17820402	677192	790144	0.4814	0	74.67
chrM	183.8783	16299	0.0000	99.9877	16297	39442	30062	0.3544	143	277.10
chrUn_GL456239	0.0663	40056	0.0000	1.8724	750	10	75	0.4326	0	1.50
chrUn_GL456359	0.1086	22974	0.0000	7.1820	1650	52	6	0.4755	0	0.46
chrUn_GL456360	0.0090	31704	0.0000	0.7665	243	4	3	0.4315	0	0.11
chrUn_GL456366	0.0504	47073	0.0000	4.0533	1908	7	50	0.4036	0	0.29
chrUn_GL456367	0.0282	42057	0.0000	2.1043	885	2	31	0.4452	0	0.23
chrUn_GL456368	0.1755	20208	0.0000	12.8860	2604	4	82	0.3705	0	0.51
chrUn_GL456370	0.4380	26764	0.0000	26.3115	7042	20	258	0.3201	0	0.95
chrUn_GL456372	0.0436	28664	0.0000	2.9584	848	15	15	0.4488	0	0.30
chrUn_GL456378	0.0885	31602	0.0000	5.2750	1667	27	43	0.4597	0	0.45
chrUn_GL456379	0.0322	72385	0.0000	1.7987	1302	24	32	0.4091	0	0.30
chrUn_GL456381	0.0000	25871	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456382	0.3460	23158	0.0000	3.8648	895	21	166	0.4590	0	4.88
chrUn_GL456383	0.0122	38659	0.0000	0.8174	316	2	12	0.4239	0	0.16
chrUn_GL456385	0.0117	35240	0.0000	1.0244	361	3	8	0.4362	0	0.12
chrUn_GL456387	0.0013	24685	0.0000	0.1256	31	0	1	0.4857	0	0.04
chrUn_GL456389	0.0256	28772	0.0000	1.4493	417	6	17	0.4275	0	0.32
chrUn_GL456390	0.0044	24668	0.0000	0.4378	108	2	2	0.4583	0	0.07
chrUn_GL456392	0.0218	23629	0.0000	1.7182	406	4	12	0.4145	0	0.18
chrUn_GL456393	0.0044	55711	0.0000	0.3985	222	1	6	0.4669	0	0.07
chrUn_GL456394	0.0019	24323	0.0000	0.1891	46	0	1	0.4783	0	0.04
chrUn_GL456396	0.0691	21240	0.0000	2.3635	502	24	10	0.3606	0	0.85
chrUn_JH584304	2.1275	114452	0.0000	29.1581	33372	1267	4340	0.5097	0	8.27
chrX	0.1312	171031299	0.0000	5.6464	9657158	226107	298782	0.4327	0	25.85
chrX_GL456233_random	0.1778	336933	0.0000	13.5751	45739	982	409	0.3810	0	0.55
chrY	0.0103	91744698	0.0000	0.4919	451338	11488	11040	0.4126	0	0.24
chrY_JH584300_random	0.0011	182347	0.0000	0.1091	199	4	1	0.3134	0	0.03
chrY_JH584301_random	0.0012	259875	0.0000	0.1185	308	3	6	0.2840	0	0.03
chrY_JH584302_random	0.0011	155838	0.0000	0.1104	172	2	3	0.2143	0	0.03
chrY_JH584303_random	0.0009	158099	0.0000	0.0917	145	3	1	0.3758	0	0.03
