#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.0427	195471971	0.0000	1.0530	2058366	101522	116716	0.4932	0	3.57
chr10	0.0375	130694993	0.0000	1.1554	1510022	62636	64645	0.5260	0	1.61
chr11	0.0773	122082543	0.0000	1.7798	2172830	131594	113289	0.5401	0	3.96
chr12	0.0324	120129022	0.0000	1.0280	1234915	52338	48825	0.5266	0	1.40
chr13	0.0537	120421639	0.0000	1.1281	1358453	81491	86325	0.5237	0	4.59
chr14	0.0280	124902244	0.0000	0.9337	1166259	49024	41801	0.5223	0	1.29
chr15	0.0380	104043685	0.0000	1.2085	1257381	50508	51948	0.5323	0	1.65
chr16	0.0373	98207768	0.0000	1.2380	1215818	48456	46563	0.5123	0	2.96
chr17	0.0561	94987271	0.0000	1.4774	1403301	73795	64790	0.5341	0	3.56
chr18	0.0315	90702639	0.0000	1.0220	926947	39847	34530	0.5278	0	1.37
chr19	0.0583	61431566	0.0000	1.5883	975696	46129	46620	0.5323	0	2.54
chr1_GL456210_random	0.0137	169725	0.0000	0.7736	1313	45	17	0.4561	0	0.22
chr1_GL456211_random	0.0060	241735	0.0000	0.4290	1037	25	13	0.4310	0	0.11
chr1_GL456212_random	0.0148	153618	0.0000	0.5911	908	27	32	0.4575	0	0.28
chr1_GL456213_random	0.0165	39340	0.0000	1.4082	554	8	10	0.4316	0	0.15
chr1_GL456221_random	0.0144	206961	0.0000	0.4895	1013	37	42	0.4322	0	0.31
chr2	0.0457	182113224	0.0000	1.3054	2377294	109891	106009	0.5206	0	1.87
chr3	0.0404	160039680	0.0000	1.1586	1854258	84428	83335	0.5165	0	2.37
chr4	0.0405	156508116	0.0000	1.2138	1899745	86099	78445	0.5299	0	1.53
chr4_GL456216_random	0.0698	66673	0.0000	1.8178	1212	45	75	0.5580	0	0.83
chr4_GL456350_random	0.0399	227966	0.0000	1.1164	2545	127	108	0.5222	0	0.61
chr4_JH584292_random	0.0054	14945	0.0000	0.2676	40	2	0	0.4000	0	0.10
chr4_JH584293_random	0.0327	207968	0.0000	1.1545	2401	88	91	0.5297	0	0.44
chr4_JH584294_random	0.0308	191905	0.0000	1.1756	2256	57	100	0.5310	0	0.46
chr4_JH584295_random	0.0000	1976	0.0000	0.0000	0	0	0	0.0000	0	0.00
