#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.1406	248956422	0.0000	1.5476	3852876	454431	439648	0.6092	0	14.75
chr2	0.0600	242193529	0.0000	0.9704	2350157	187979	185327	0.6367	0	2.71
chr3	0.0608	198295559	0.0000	0.9643	1912159	154854	155292	0.6399	0	3.17
chr4	0.0424	190214555	0.0000	0.6947	1321463	105758	101957	0.6245	0	2.94
chr5	0.0595	181538259	0.0000	0.9115	1654779	140128	137803	0.6342	0	2.72
chr6	0.0979	170805979	0.0000	1.2147	2074760	215101	213013	0.6120	0	5.85
chr7	0.0918	159345973	0.0000	1.3107	2088577	185039	192161	0.6505	0	5.29
chr8	0.0515	145138636	0.0000	0.8662	1257160	96585	95554	0.6445	0	2.47
chr9	0.0698	138394717	0.0000	1.0243	1417546	123506	124435	0.6540	0	3.65
chr10	0.0631	133797422	0.0000	1.0488	1403315	108343	108328	0.6401	0	3.10
chr11	0.0851	135086622	0.0000	1.2410	1676446	147461	147192	0.6417	0	3.61
chr12	0.0808	133275309	0.0000	1.2425	1655927	137738	138844	0.6292	0	4.18
chr13	0.0265	114364328	0.0000	0.4930	563804	39194	39348	0.6446	0	1.59
chr14	0.0574	107043718	0.0000	0.7963	852425	76102	82900	0.6490	0	7.38
chr15	0.0778	101991189	0.0000	1.1456	1168361	104482	99183	0.6318	0	4.92
chr16	0.1252	90338345	0.0000	1.7987	1624901	144843	144854	0.6599	0	4.53
chr17	0.1951	83257441	0.0000	2.2208	1848979	206777	207725	0.6058	0	18.11
chr18	0.0371	80373285	0.0000	0.6231	500814	38388	38466	0.6399	0	1.83
chr19	0.2404	58617616	0.0000	3.3032	1936261	179570	181400	0.6572	0	6.67
chr20	0.0890	64444167	0.0000	1.3102	844316	73800	73240	0.6548	0	3.83
chr21	0.2896	46709983	0.0000	1.4320	668900	155198	186624	0.6656	0	18.94
chr22	0.1348	50818468	0.0000	1.7951	912255	87577	87941	0.6623	0	5.39
chrX	0.0342	156040895	0.0000	0.6474	1010219	68911	68720	0.6261	0	1.80
chrY	0.0017	57227415	0.0000	0.0594	33980	1382	1346	0.5515	0	0.15
chrM	115.5352	16569	0.0000	99.2758	16449	21824	28881	0.4152	37	1258.44
chr1_KI270706v1_random	0.3988	175055	0.0000	8.7498	15317	828	976	0.5640	0	7.13
chr1_KI270707v1_random	0.1010	32032	0.0000	4.3894	1406	42	44	0.4815	0	0.74
chr1_KI270708v1_random	0.0197	127682	0.0000	1.0221	1305	33	35	0.5031	0	0.22
chr1_KI270709v1_random	0.0033	66860	0.0000	0.0598	40	3	3	0.5935	0	0.14
chr1_KI270710v1_random	0.0000	40176	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr1_KI270711v1_random	0.1038	42210	0.0000	5.9251	2501	57	56	0.4927	0	0.50
chr1_KI270712v1_random	0.0197	176043	0.0000	0.9515	1675	45	44	0.6329	0	0.34
chr1_KI270713v1_random	26.4236	40745	0.0000	9.4392	3846	12147	14626	0.5121	0	484.76
chr1_KI270714v1_random	0.6011	41717	0.0000	4.0583	1693	319	320	0.5742	0	7.77
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	2.1445	155397	0.0000	6.3309	9838	4190	4261	0.6478	0	95.41
chr4_GL000008v2_random	0.2273	209709	0.0000	5.0866	10667	612	645	0.5623	0	7.02
chr5_GL000208v1_random	0.0113	92689	0.0000	0.4736	439	16	13	0.5238	0	0.20
chr9_KI270717v1_random	0.0078	40062	0.0000	0.5591	224	4	4	0.5543	0	0.11
chr9_KI270718v1_random	0.5937	38054	0.0000	2.0050	763	283	299	0.6715	0	10.86
chr9_KI270719v1_random	0.0877	176845	0.0000	2.5056	4431	196	208	0.5676	0	1.17
chr9_KI270720v1_random	0.0549	39050	0.0000	4.1869	1635	25	31	0.4271	0	0.28
chr11_KI270721v1_random	0.2329	100316	0.0000	5.7129	5731	302	292	0.6785	0	2.41
chr14_GL000009v2_random	0.1778	201709	0.0000	6.4687	13048	480	458	0.5063	0	2.14
chr14_GL000225v1_random	0.0068	211173	0.0000	0.5408	1142	16	21	0.4847	0	0.10
chr14_KI270722v1_random	0.0161	194050	0.0000	0.7529	1461	39	46	0.4922	0	0.22
chr14_GL000194v1_random	0.2265	191469	0.0000	4.1631	7971	566	564	0.6154	0	5.19
chr14_KI270723v1_random	0.0269	38115	0.0000	1.2620	481	12	14	0.5504	0	0.27
chr14_KI270724v1_random	0.0455	39555	0.0000	1.2893	510	24	22	0.5291	0	0.63
chr14_KI270725v1_random	0.0030	172810	0.0000	0.2367	409	7	6	0.5888	0	0.07
chr14_KI270726v1_random	0.3579	43739	0.0000	3.3037	1445	205	199	0.7023	0	3.50
chr15_KI270727v1_random	0.0060	448248	0.0000	0.2909	1304	38	33	0.6004	0	0.15
chr16_KI270728v1_random	0.0587	1872759	0.0000	0.5499	10299	1397	1413	0.6561	0	3.66
chr17_GL000205v2_random	0.5352	185591	0.0000	6.3672	11817	1216	1351	0.5500	0	5.70
chr17_KI270729v1_random	0.0026	280839	0.0000	0.1367	384	12	10	0.5166	0	0.07
chr17_KI270730v1_random	0.0006	112551	0.0000	0.0311	35	1	1	0.4390	0	0.04
chr22_KI270731v1_random	0.0646	150754	0.0000	1.4275	2152	130	124	0.6456	0	1.54
chr22_KI270732v1_random	0.0172	41543	0.0000	0.4381	182	11	11	0.4692	0	0.36
chr22_KI270733v1_random	34.5189	179772	0.0000	21.1262	37979	69282	86451	0.6767	0	223.15
chr22_KI270734v1_random	0.2147	165050	0.0000	2.0442	3374	436	460	0.6863	0	6.49
chr22_KI270735v1_random	0.0019	42811	0.0000	0.1378	59	1	1	0.4023	0	0.05
chr22_KI270736v1_random	0.0006	181920	0.0000	0.0434	79	2	1	0.4812	0	0.03
chr22_KI270737v1_random	0.0015	103838	0.0000	0.0867	90	2	2	0.5680	0	0.05
chr22_KI270738v1_random	0.0047	99375	0.0000	0.2486	247	7	5	0.4843	0	0.13
chr22_KI270739v1_random	0.0064	73985	0.0000	0.3541	262	5	8	0.4858	0	0.12
chrY_KI270740v1_random	0.0000	37240	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270302v1	0.0000	2274	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270304v1	0.4037	2165	0.0000	23.1871	502	10	12	0.4219	0	0.87
chrUn_KI270303v1	0.4526	1942	0.0000	28.2698	549	10	12	0.3889	0	0.92
chrUn_KI270305v1	0.0000	1472	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270322v1	0.0019	21476	0.0000	0.1863	40	1	0	0.4000	0	0.04
chrUn_KI270320v1	0.0000	4416	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270310v1	0.4713	1201	0.0000	33.2223	399	6	8	0.3957	0	0.75
chrUn_KI270316v1	0.0000	1444	0.0000	0.0000	0	0	0	0.0000	0	0.00
