#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.3768	248956422	0.0000	13.4446	33471091	1191356	1193217	0.4491	0	16.63
chr2	0.2320	242193529	0.0000	10.3776	25133978	766615	674377	0.4553	0	14.12
chr3	0.2057	198295559	0.0000	9.7034	19241323	518621	519743	0.4327	0	2.18
chr4	0.1603	190214555	0.0000	7.5424	14346777	390391	385737	0.4160	0	1.12
chr5	0.2244	181538259	0.0000	9.9763	18110866	519164	517362	0.4247	0	3.24
chr6	0.2917	170805979	0.0000	11.2627	19237304	632691	632881	0.4377	0	3.96
chr7	0.3369	159345973	0.0000	13.3872	21332031	660054	721984	0.4599	0	28.06
chr8	0.1921	145138636	0.0000	8.8426	12833983	357208	351887	0.4339	0	8.47
chr9	0.2032	138394717	0.0000	9.2860	12851349	358166	358708	0.4518	0	2.61
chr10	0.2124	133797422	0.0000	10.1023	13516647	363257	360131	0.4334	0	0.99
chr11	0.2563	135086622	0.0000	10.5605	14265833	440886	439498	0.4503	0	5.13
chr12	0.2535	133275309	0.0000	11.4232	15224335	431276	428409	0.4439	0	4.41
chr13	0.1103	114364328	0.0000	5.7660	6594284	160373	162157	0.4251	0	3.64
chr14	0.1764	107043718	0.0000	7.8629	8416753	219539	279932	0.5079	0	33.45
chr15	0.2440	101991189	0.0000	11.5612	11791453	317256	315297	0.4354	0	1.50
chr16	0.3552	90338345	0.0000	14.2491	12872433	409173	406139	0.4761	0	1.67
chr17	0.4726	83257441	0.0000	17.2626	14372435	504564	503277	0.4812	0	38.41
chr18	0.1363	80373285	0.0000	6.5016	5225543	140015	138693	0.4215	0	0.99
chr19	0.4823	58617616	0.0000	19.6316	11507578	359534	361230	0.5120	0	5.21
chr20	0.2385	64444167	0.0000	10.5935	6826921	195112	196559	0.4628	0	2.83
chr21	3.8304	46709983	0.0000	11.2765	5267237	2195183	2282469	0.6094	0	239.39
chr22	0.3462	50818468	0.0000	13.2726	6744940	223559	224262	0.4866	0	2.89
chrX	0.1254	156040895	0.0000	6.3074	9842102	251753	247866	0.4420	0	2.33
chrY	0.0124	57227415	0.0000	0.5591	319982	9793	8890	0.4401	0	0.75
chrM	1781.7424	16569	0.0000	99.8491	16544	382014	369786	0.4509	1427	1649.16
chr1_KI270706v1_random	2.9382	175055	0.0000	75.8750	132823	6547	6507	0.4281	2	3.48
chr1_KI270707v1_random	1.9211	32032	0.0000	54.4424	17439	777	795	0.4224	1	3.24
chr1_KI270708v1_random	0.2145	127682	0.0000	10.1956	13018	355	355	0.4248	0	0.84
chr1_KI270709v1_random	0.0390	66860	0.0000	2.3093	1544	34	36	0.3857	0	0.58
chr1_KI270710v1_random	0.0187	40176	0.0000	1.4312	575	11	8	0.3733	0	0.17
chr1_KI270711v1_random	1.5389	42210	0.0000	60.1919	25407	830	822	0.4483	1	1.96
chr1_KI270712v1_random	0.1797	176043	0.0000	9.8811	17395	407	404	0.4683	0	0.67
chr1_KI270713v1_random	8.9380	40745	0.0000	23.3157	9500	4422	4867	0.5253	0	95.83
chr1_KI270714v1_random	0.4966	41717	0.0000	14.0326	5854	256	272	0.4852	0	2.74
chr2_KI270715v1_random	0.0011	161471	0.0000	0.1059	171	3	1	0.3492	0	0.03
chr2_KI270716v1_random	0.0011	153799	0.0000	0.1112	171	4	0	0.4314	0	0.03
chr3_GL000221v1_random	2.6261	155397	0.0000	46.8136	72747	5188	5169	0.4174	0	5.56
chr4_GL000008v2_random	1.6215	209709	0.0000	44.7096	93760	4382	4259	0.4291	0	2.74
