#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.1084	248956422	0.0000	4.1871	10424168	340579	339798	0.5200	0	14.16
chr2	0.0492	242193529	0.0000	2.7358	6626001	164373	139484	0.5091	0	4.18
chr3	0.0513	198295559	0.0000	2.6258	5206852	114055	158623	0.5453	0	18.28
chr4	0.0331	190214555	0.0000	1.9592	3726600	82328	77949	0.4727	0	0.74
chr5	0.0494	181538259	0.0000	2.7033	4907479	115032	111611	0.4789	0	1.82
chr6	0.0721	170805979	0.0000	3.1773	5427031	156766	152734	0.5030	0	8.59
chr7	0.1101	159345973	0.0000	4.0698	6485025	148468	360755	0.6531	0	28.00
chr8	0.0407	145138636	0.0000	2.3855	3462228	76766	72944	0.4858	0	1.47
chr9	0.0582	138394717	0.0000	2.7133	3755004	87806	131166	0.5810	0	21.15
chr10	0.0465	133797422	0.0000	2.8287	3784740	80502	77492	0.4868	0	0.48
chr11	0.0622	135086622	0.0000	3.1765	4291089	107553	104014	0.4959	0	2.14
chr12	0.0606	133275309	0.0000	3.3172	4421012	104192	99869	0.4979	0	2.06
chr13	0.0362	114364328	0.0000	1.3425	1535344	36013	84113	0.6351	0	23.54
chr14	0.0927	107043718	0.0000	2.0503	2194742	55087	260632	0.7842	0	34.23
chr15	0.0564	101991189	0.0000	3.2433	3307852	72776	73159	0.4893	0	1.82
chr16	0.0946	90338345	0.0000	5.1061	4612797	109548	106238	0.5253	0	1.69
chr17	0.1330	83257441	0.0000	5.7861	4817357	140901	137515	0.5276	0	9.10
chr18	0.0289	80373285	0.0000	1.7205	1382850	30290	28725	0.4731	0	0.46
chr19	0.1500	58617616	0.0000	7.6951	4510704	112551	109701	0.5536	0	2.84
chr20	0.0609	64444167	0.0000	3.3432	2154515	50227	48914	0.5067	0	1.48
chr21	2.0888	46709983	0.0000	3.6901	1723657	1165538	1217736	0.6316	0	169.11
chr22	0.0909	50818468	0.0000	4.7772	2427696	58726	57514	0.5320	0	1.01
chrX	0.0293	156040895	0.0000	1.7055	2661331	60072	56821	0.4917	0	0.76
chrY	0.0034	57227415	0.0000	0.1685	96428	2894	2465	0.4848	0	0.25
chrM	861.9650	16569	0.0000	99.9578	16562	179237	171711	0.4575	675	1164.61
chr1_KI270706v1_random	0.7108	175055	0.0000	29.6810	51958	1527	1552	0.5060	0	8.63
chr1_KI270707v1_random	0.4284	32032	0.0000	23.1737	7423	172	171	0.4388	0	1.02
chr1_KI270708v1_random	0.0440	127682	0.0000	2.6668	3405	78	71	0.4419	0	0.36
chr1_KI270709v1_random	0.0041	66860	0.0000	0.2707	181	4	3	0.3994	0	0.09
chr1_KI270710v1_random	0.0084	40176	0.0000	0.2638	106	6	5	0.4010	0	0.18
chr1_KI270711v1_random	0.2704	42210	0.0000	15.9891	6749	146	143	0.4665	0	0.77
chr1_KI270712v1_random	0.0342	176043	0.0000	2.6800	4718	78	74	0.5031	0	0.22
chr1_KI270713v1_random	4.3835	40745	0.0000	9.1054	3710	1905	2554	0.5391	0	46.88
chr1_KI270714v1_random	0.1969	41717	0.0000	5.6284	2348	111	98	0.5272	0	1.89
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.5652	155397	0.0000	23.0494	35818	1127	1099	0.4762	0	3.68
chr4_GL000008v2_random	0.3206	209709	0.0000	16.5649	34738	851	833	0.4624	0	1.11
chr5_GL000208v1_random	0.0117	92689	0.0000	0.7930	735	14	14	0.4497	0	0.15
chr9_KI270717v1_random	0.0423	40062	0.0000	0.3170	127	67	2	0.8685	0	1.57
chr9_KI270718v1_random	0.1122	38054	0.0000	6.1597	2344	57	50	0.4994	0	0.67
chr9_KI270719v1_random	0.1816	176845	0.0000	5.8990	10432	357	455	0.4056	0	2.02
chr9_KI270720v1_random	0.2667	39050	0.0000	15.6159	6098	130	133	0.4081	0	0.89
chr11_KI270721v1_random	0.1466	100316	0.0000	8.7474	8775	183	183	0.6211	0	0.56
chr14_GL000009v2_random	0.5473	201709	0.0000	26.1852	52818	1383	1376	0.4517	0	1.27
chr14_GL000225v1_random	0.0196	211173	0.0000	1.2435	2626	55	56	0.4771	0	0.20
chr14_KI270722v1_random	0.0352	194050	0.0000	1.8263	3544	105	77	0.4526	0	0.43
chr14_GL000194v1_random	0.3345	191469	0.0000	17.2279	32986	801	804	0.4961	0	0.95
chr14_KI270723v1_random	0.0151	38115	0.0000	0.9681	369	7	9	0.4515	0	0.16
chr14_KI270724v1_random	0.0202	39555	0.0000	1.2540	496	11	10	0.4328	0	0.19
chr14_KI270725v1_random	0.0051	172810	0.0000	0.4392	759	14	8	0.4761	0	0.08
chr14_KI270726v1_random	0.0602	43739	0.0000	3.9644	1734	35	32	0.5947	0	0.34
chr15_KI270727v1_random	0.0086	448248	0.0000	0.4944	2216	50	50	0.4654	0	0.16
chr16_KI270728v1_random	0.0199	1872759	0.0000	1.2311	23056	486	463	0.4951	0	0.23
chr17_GL000205v2_random	0.3225	185591	0.0000	13.5454	25139	743	763	0.4415	0	1.13
chr17_KI270729v1_random	0.0118	280839	0.0000	0.7584	2130	43	40	0.4266	0	0.16
chr17_KI270730v1_random	0.0055	112551	0.0000	0.3563	401	8	8	0.4462	0	0.10
chr22_KI270731v1_random	0.0253	150754	0.0000	1.6092	2426	51	51	0.5078	0	0.25
chr22_KI270732v1_random	0.0088	41543	0.0000	0.4405	183	5	6	0.5407	0	0.15
chr22_KI270733v1_random	421.3097	179772	0.0000	24.7013	44406	910220	938833	0.6434	0	2368.06
