#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.3191	248956422	0.0000	11.7293	29200943	1008671	1016635	0.4567	0	19.06
chr2	0.1887	242193529	0.0000	8.8772	21500011	635552	540252	0.4636	0	14.91
chr3	0.1645	198295559	0.0000	8.2787	16416339	416033	415919	0.4344	0	2.12
chr4	0.1288	190214555	0.0000	6.4456	12260436	314801	310232	0.4169	0	1.31
chr5	0.1828	181538259	0.0000	8.5704	15558519	424241	421754	0.4263	0	4.25
chr6	0.2399	170805979	0.0000	9.6595	16498996	521620	521276	0.4442	0	7.04
chr7	0.2681	159345973	0.0000	11.6156	18508947	527895	574004	0.4567	0	22.78
chr8	0.1521	145138636	0.0000	7.5530	10962363	282964	279753	0.4339	0	6.03
chr9	0.1644	138394717	0.0000	7.9586	11014319	292150	289650	0.4547	0	2.59
chr10	0.1700	133797422	0.0000	8.6846	11619818	290878	288616	0.4346	0	0.85
chr11	0.2139	135086622	0.0000	9.0540	12230699	367778	368508	0.4527	0	7.76
chr12	0.2066	133275309	0.0000	9.7775	13031029	351825	350483	0.4473	0	4.80
chr13	0.0891	114364328	0.0000	4.8352	5529747	129618	131825	0.4253	0	2.90
chr14	0.1463	107043718	0.0000	6.6366	7104086	184466	230005	0.5105	0	26.73
chr15	0.1974	101991189	0.0000	9.9562	10154413	257797	254760	0.4375	0	1.67
chr16	0.2842	90338345	0.0000	12.3821	11185820	327942	325552	0.4791	0	1.72
chr17	0.3726	83257441	0.0000	14.9688	12462618	397434	395259	0.4800	0	20.10
chr18	0.1102	80373285	0.0000	5.5843	4488318	113727	112182	0.4224	0	0.86
chr19	0.3924	58617616	0.0000	17.1296	10040942	293548	293314	0.5171	0	5.66
chr20	0.1950	64444167	0.0000	9.0766	5849371	159481	161460	0.4650	0	4.90
chr21	3.9445	46709983	0.0000	9.8830	4616362	2267470	2352752	0.6005	0	236.72
chr22	0.2749	50818468	0.0000	11.4735	5830644	177666	178303	0.4888	0	2.22
chrX	0.0993	156040895	0.0000	5.2976	8266452	199776	196827	0.4432	0	1.38
chrY	0.0099	57227415	0.0000	0.4673	267449	7717	7354	0.4420	0	0.65
chrM	1843.0917	16569	0.0000	99.9879	16567	402312	379400	0.4491	1323	2180.23
chr1_KI270706v1_random	2.3006	175055	0.0000	71.2028	124644	5139	5103	0.4285	2	2.86
chr1_KI270707v1_random	1.5171	32032	0.0000	51.3112	16436	608	632	0.4259	1	2.52
chr1_KI270708v1_random	0.1712	127682	0.0000	8.2948	10591	317	253	0.4090	0	0.72
chr1_KI270709v1_random	0.0193	66860	0.0000	1.8322	1225	17	15	0.3601	0	0.14
chr1_KI270710v1_random	0.0206	40176	0.0000	1.1748	472	10	13	0.4104	0	0.26
chr1_KI270711v1_random	1.1821	42210	0.0000	51.4688	21725	634	634	0.4409	1	1.73
chr1_KI270712v1_random	0.1140	176043	0.0000	7.2920	12837	259	255	0.4569	0	0.48
