#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.8364	248956422	0.0000	19.6675	48963587	2640808	2636303	0.4510	0	35.76
chr2	0.4976	242193529	0.0000	16.1195	39040278	1592276	1478382	0.4433	0	16.83
chr3	0.4541	198295559	0.0000	15.1803	30101781	1146268	1139125	0.4344	0	4.39
chr4	0.3530	190214555	0.0000	11.7867	22419985	858903	845689	0.4180	0	2.44
chr5	0.4951	181538259	0.0000	15.2925	27761778	1146049	1134884	0.4268	0	7.43
chr6	0.6443	170805979	0.0000	17.1771	29339487	1398696	1389336	0.4396	0	8.71
chr7	0.7357	159345973	0.0000	19.7737	31508517	1461608	1533350	0.4526	0	29.26
chr8	0.4250	145138636	0.0000	13.7177	19909655	788252	776025	0.4357	0	19.16
chr9	0.4562	138394717	0.0000	14.6147	20226008	796201	807635	0.4536	0	9.99
chr10	0.4704	133797422	0.0000	15.6210	20900549	803593	794028	0.4351	0	1.99
chr11	0.5688	135086622	0.0000	16.3178	22043123	977284	970640	0.4523	0	10.81
chr12	0.5636	133275309	0.0000	17.7220	23619095	959240	946749	0.4460	0	9.79
chr13	0.2424	114364328	0.0000	9.6311	11014528	351993	354313	0.4256	0	7.92
chr14	0.3788	107043718	0.0000	13.0056	13921711	489132	565955	0.4912	0	38.93
chr15	0.5385	101991189	0.0000	17.6804	18032433	700152	691995	0.4374	0	3.13
chr16	0.8007	90338345	0.0000	21.0689	19033339	921883	911221	0.4782	0	3.57
chr17	1.0545	83257441	0.0000	26.0690	21704369	1123014	1116929	0.4839	0	84.80
chr18	0.2989	80373285	0.0000	10.3467	8315971	307405	302388	0.4233	0	2.06
chr19	1.0961	58617616	0.0000	29.6900	17403551	817497	814569	0.5148	0	11.31
chr20	0.5337	64444167	0.0000	16.4450	10597856	437326	436394	0.4646	0	6.73
chr21	8.5188	46709983	0.0000	16.2589	7594536	5000087	4955502	0.6074	0	404.16
chr22	0.7819	50818468	0.0000	20.1732	10251696	504776	503573	0.4883	0	6.29
chrX	0.2782	156040895	0.0000	10.4209	16260896	557991	547171	0.4436	0	5.03
chrY	0.0268	57227415	0.0000	0.9537	545758	21113	19017	0.4418	0	1.55
chrM	4103.3255	16569	0.0000	100.0000	16569	889756	832061	0.4518	3288	3749.40
chr1_KI270706v1_random	6.5804	175055	0.0000	89.7918	157185	14759	14393	0.4313	5	7.15
chr1_KI270707v1_random	4.2719	32032	0.0000	72.2184	23133	1683	1797	0.4242	2	6.73
chr1_KI270708v1_random	0.4624	127682	0.0000	15.3882	19648	775	745	0.4240	0	1.63
chr1_KI270709v1_random	0.0843	66860	0.0000	4.5453	3039	78	71	0.3797	0	0.96
chr1_KI270710v1_random	0.0520	40176	0.0000	3.2607	1310	30	23	0.3984	0	0.35
chr1_KI270711v1_random	3.6688	42210	0.0000	80.1919	33849	1939	1991	0.4493	2	4.23
chr1_KI270712v1_random	0.3973	176043	0.0000	16.2682	28639	891	896	0.4665	0	1.32
chr1_KI270713v1_random	20.1390	40745	0.0000	36.5640	14898	9775	11043	0.5260	0	212.20
chr1_KI270714v1_random	1.1013	41717	0.0000	22.8204	9520	585	586	0.4815	0	5.69
chr2_KI270715v1_random	0.0013	161471	0.0000	0.1319	213	4	1	0.3602	0	0.04
chr2_KI270716v1_random	0.0014	153799	0.0000	0.1372	211	5	0	0.4303	0	0.04
chr3_GL000221v1_random	5.9088	155397	0.0000	51.6310	80233	11580	11681	0.4197	1	12.09
chr4_GL000008v2_random	3.6628	209709	0.0000	54.0783	113407	9956	9507	0.4299	1	5.82
chr5_GL000208v1_random	0.0805	92689	0.0000	3.5344	3276	110	81	0.4211	0	0.73
chr9_KI270717v1_random	0.0980	40062	0.0000	7.0091	2808	54	47	0.4243	0	0.41
chr9_KI270718v1_random	1.2544	38054	0.0000	31.4238	11958	665	556	0.4192	0	3.25
chr9_KI270719v1_random	2.1736	176845	0.0000	38.0672	67320	4392	5454	0.3827	0	16.69
chr9_KI270720v1_random	3.8696	39050	0.0000	79.8771	31192	1866	2007	0.3868	2	4.81
chr11_KI270721v1_random	0.8113	100316	0.0000	27.8251	27913	1006	1044	0.5930	0	2.57
chr14_GL000009v2_random	6.5140	201709	0.0000	60.8778	122796	16441	16841	0.4256	3	8.86
chr14_GL000225v1_random	0.1964	211173	0.0000	10.1817	21501	533	559	0.4753	0	0.90
chr14_KI270722v1_random	0.3211	194050	0.0000	11.1265	21591	835	769	0.4158	0	1.35
chr14_GL000194v1_random	3.5369	191469	0.0000	42.5108	81395	8445	8707	0.4560	0	6.88
chr14_KI270723v1_random	0.1219	38115	0.0000	7.0812	2699	69	53	0.4338	0	0.52
chr14_KI270724v1_random	0.1342	39555	0.0000	7.2127	2853	66	70	0.4355	0	0.60
chr14_KI270725v1_random	0.0473	172810	0.0000	3.0033	5190	104	104	0.4132	0	0.38
chr14_KI270726v1_random	0.6034	43739	0.0000	27.0125	11815	330	339	0.4480	0	1.34
chr15_KI270727v1_random	0.0652	448248	0.0000	3.4300	15375	368	395	0.4355	0	0.61
chr16_KI270728v1_random	0.1796	1872759	0.0000	7.3533	137709	4368	4263	0.4381	0	0.93
chr17_GL000205v2_random	3.8956	185591	0.0000	37.8908	70322	8743	9612	0.4219	0	10.14
chr17_KI270729v1_random	0.1584	280839	0.0000	3.8378	10778	588	587	0.4190	0	2.54
chr17_KI270730v1_random	0.0882	112551	0.0000	2.6175	2946	100	159	0.4087	0	0.94
chr22_KI270731v1_random	0.2867	150754	0.0000	11.8266	17829	562	552	0.4812	0	1.22
chr22_KI270732v1_random	0.0811	41543	0.0000	6.1117	2539	47	39	0.4020	0	0.38
chr22_KI270733v1_random	1462.2509	179772	0.0000	50.7688	91268	3289298	3282274	0.6248	1	5228.51
chr22_KI270734v1_random	0.4235	165050	0.0000	17.3257	28596	881	910	0.4999	0	1.43
chr22_KI270735v1_random	0.0861	42811	0.0000	4.5969	1968	55	41	0.3741	0	0.52
chr22_KI270736v1_random	0.0515	181920	0.0000	1.7458	3176	89	160	0.4286	0	0.66
chr22_KI270737v1_random	0.0801	103838	0.0000	2.8121	2920	153	66	0.4061	0	0.73
chr22_KI270738v1_random	0.0354	99375	0.0000	1.9341	1922	47	44	0.4329	0	0.41
chr22_KI270739v1_random	0.0246	73985	0.0000	1.8517	1370	26	21	0.4287	0	0.19
chrY_KI270740v1_random	0.0000	37240	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270302v1	0.0000	2274	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270304v1	6.5173	2165	0.0000	67.2517	1456	182	175	0.4215	3	8.96
chrUn_KI270303v1	6.5422	1942	0.0000	71.7817	1394	166	153	0.4074	2	8.01
chrUn_KI270305v1	0.0000	1472	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270322v1	0.0109	21476	0.0000	0.9220	198	3	3	0.4240	0	0.12
chrUn_KI270320v1	0.0000	4416	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270310v1	6.8068	1201	0.0000	79.6003	956	105	101	0.4088	5	6.97
chrUn_KI270316v1	0.0305	1444	0.0000	3.0471	44	1	0	0.3922	0	0.17
chrUn_KI270315v1	0.0356	2276	0.0000	1.9332	44	1	1	0.4138	0	0.26
chrUn_KI270312v1	0.8407	998	0.0000	30.6613	306	14	8	0.3822	0	1.57
chrUn_KI270311v1	0.0093	12399	0.0000	0.9275	115	2	1	0.3659	0	0.10
chrUn_KI270317v1	0.3175	37690	0.0000	4.3725	1648	154	150	0.4171	0	2.60
chrUn_KI270412v1	0.1824	1179	0.0000	13.4860	159	2	4	0.4224	0	0.53
chrUn_KI270411v1	0.4206	2646	0.0000	23.3938	619	12	16	0.3981	0	0.91
chrUn_KI270414v1	0.0000	2489	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270419v1	0.0000	1029	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270418v1	0.7091	2145	0.0000	30.5361	655	13	26	0.4142	0	1.84
chrUn_KI270420v1	0.1176	2321	0.0000	8.9186	207	3	4	0.3966	0	0.40
chrUn_KI270424v1	0.0000	2140	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270417v1	0.0000	2043	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270422v1	2.3308	1445	0.0000	51.5571	745	39	47	0.4052	1	3.79
chrUn_KI270423v1	0.0000	981	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270425v1	0.0186	1884	0.0000	1.8577	35	0	1	0.3889	0	0.13
chrUn_KI270429v1	0.0000	1361	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270442v1	0.7526	392061	0.0000	7.9814	31292	4008	3752	0.4432	0	26.34
chrUn_KI270466v1	15.2547	1233	0.0000	97.8913	1207	152	336	0.2443	10	14.74
chrUn_KI270465v1	2.1804	1774	0.0000	35.2311	625	71	29	0.3752	0	4.06
chrUn_KI270467v1	15.6778	3920	0.0000	68.5714	2688	552	1034	0.2559	4	26.23
chrUn_KI270435v1	0.1570	92983	0.0000	11.4042	10604	181	191	0.3920	0	0.52
chrUn_KI270438v1	0.0813	112505	0.0000	4.3678	4914	80	163	0.3982	0	0.49
chrUn_KI270468v1	0.0000	4055	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270510v1	0.0000	2415	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270509v1	0.0155	2318	0.0000	1.5531	36	1	0	0.3889	0	0.12
chrUn_KI270518v1	0.0000	2186	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270508v1	0.0728	1951	0.0000	3.8442	75	2	2	0.4710	0	0.37
chrUn_KI270516v1	0.0862	1300	0.0000	5.5385	72	2	1	0.3846	0	0.37
chrUn_KI270512v1	0.0923	22689	0.0000	4.8217	1094	27	27	0.3975	0	0.50
chrUn_KI270519v1	0.0702	138126	0.0000	3.5258	4870	129	125	0.3947	0	0.64
chrUn_KI270522v1	0.0127	5674	0.0000	0.6873	39	1	1	0.3194	0	0.16
chrUn_KI270511v1	0.0325	8127	0.0000	3.0762	250	4	3	0.3782	0	0.19
chrUn_KI270515v1	0.0258	6361	0.0000	2.2009	140	0	4	0.3626	0	0.18
chrUn_KI270507v1	0.0282	5353	0.0000	2.1483	115	2	2	0.3879	0	0.20
chrUn_KI270517v1	0.0135	3253	0.0000	1.3526	44	0	1	0.3725	0	0.12
chrUn_KI270529v1	0.0174	1899	0.0000	1.7378	33	1	0	0.4750	0	0.13
chrUn_KI270528v1	0.0000	2983	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270530v1	0.0000	2168	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270539v1	0.0413	993	0.0000	4.1289	41	1	0	0.8298	0	0.20
chrUn_KI270538v1	0.0220	91309	0.0000	1.1773	1075	30	21	0.4329	0	0.26
chrUn_KI270544v1	0.4334	1202	0.0000	30.8652	371	8	5	0.3968	0	0.76
chrUn_KI270548v1	0.0000	1599	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270583v1	0.5786	1400	0.0000	46.0000	644	10	10	0.3633	0	0.72
chrUn_KI270587v1	0.0876	2969	0.0000	2.8629	85	4	3	0.3548	0	0.65
chrUn_KI270580v1	0.4321	1553	0.0000	24.8551	386	11	6	0.3908	0	0.95
chrUn_KI270581v1	0.8243	7046	0.0000	41.1155	2897	69	78	0.3962	0	1.34
chrUn_KI270579v1	1.3982	31033	0.0000	64.2252	19931	577	515	0.3825	1	1.56
chrUn_KI270589v1	0.0341	44474	0.0000	2.6083	1160	23	17	0.4004	0	0.23
chrUn_KI270590v1	0.0337	4685	0.0000	3.3725	158	3	1	0.3742	0	0.18
chrUn_KI270584v1	0.8192	4513	0.0000	44.6488	2015	56	37	0.3792	0	1.45
chrUn_KI270582v1	0.8526	6504	0.0000	48.3549	3145	74	66	0.4008	0	1.15
chrUn_KI270588v1	0.0635	6158	0.0000	5.9435	366	8	2	0.3897	0	0.26
chrUn_KI270593v1	0.0743	3041	0.0000	6.2808	191	1	5	0.3306	0	0.30
chrUn_KI270591v1	0.0732	5796	0.0000	5.4348	315	9	2	0.3666	0	0.34
chrUn_KI270330v1	15.0254	1652	0.0000	75.1816	1242	429	208	0.4185	4	33.23
chrUn_KI270329v1	0.0000	1040	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270334v1	0.0000	1368	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270333v1	0.9918	2699	0.0000	24.3053	656	63	11	0.2186	0	3.00
chrUn_KI270335v1	0.0000	1048	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270338v1	0.0000	1428	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270340v1	0.0000	1428	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270336v1	0.2125	1026	0.0000	9.1618	94	6	0	0.2723	0	0.77
chrUn_KI270337v1	0.7440	1121	0.0000	22.2123	249	19	4	0.2715	0	2.02
chrUn_KI270363v1	0.0671	1803	0.0000	5.5463	100	1	2	0.4179	0	0.29
chrUn_KI270364v1	0.0701	2855	0.0000	3.2925	94	3	2	0.4163	0	0.45
chrUn_KI270362v1	0.0000	3530	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270366v1	0.0368	8320	0.0000	2.3077	192	5	3	0.4154	0	0.25
chrUn_KI270378v1	0.0000	1048	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270379v1	0.2029	1045	0.0000	11.5789	121	3	2	0.4019	0	0.60
chrUn_KI270389v1	0.0000	1298	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270390v1	0.0000	2387	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270387v1	0.0000	1537	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270395v1	0.0000	1143	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270396v1	0.0000	1880	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270388v1	0.0000	1216	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270394v1	0.0000	970	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270386v1	0.0347	1788	0.0000	1.7338	31	1	1	0.3611	0	0.26
chrUn_KI270391v1	0.1644	1484	0.0000	7.0755	105	3	3	0.3849	0	0.66
chrUn_KI270383v1	0.0457	1750	0.0000	4.5714	80	1	1	0.4138	0	0.21
chrUn_KI270393v1	0.0000	1308	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270384v1	0.0000	1658	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270392v1	0.0000	971	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270381v1	0.0000	1930	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270385v1	0.0000	990	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270382v1	0.0000	4215	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270376v1	0.0343	1136	0.0000	3.4331	39	0	1	0.3191	0	0.18
chrUn_KI270374v1	0.0828	2656	0.0000	5.9488	158	0	6	0.3509	0	0.35
chrUn_KI270372v1	0.0139	1650	0.0000	1.3939	23	1	0	0.0000	0	0.12
chrUn_KI270373v1	0.0868	1451	0.0000	8.6837	126	2	1	0.4348	0	0.28
chrUn_KI270375v1	0.0168	2378	0.0000	1.6821	40	1	0	0.3000	0	0.13
chrUn_KI270371v1	0.0000	2805	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270448v1	0.2775	7992	0.0000	10.1852	814	30	27	0.4184	0	1.01
chrUn_KI270521v1	0.2355	7642	0.0000	10.3114	788	28	19	0.4132	0	0.96
chrUn_GL000195v1	8.3358	182896	0.0000	58.3550	106729	19267	19340	0.4279	2	14.73
chrUn_GL000219v1	2.0429	179198	0.0000	44.3694	79509	4323	5046	0.3968	0	4.39
chrUn_GL000220v1	1482.3858	161802	0.0000	53.2824	86212	3005548	2992410	0.6230	1	5388.71
chrUn_GL000224v1	3.5376	179693	0.0000	52.8373	94945	7623	8515	0.4574	1	7.89
chrUn_KI270741v1	2.2229	157432	0.0000	42.4818	66880	4462	4342	0.4498	0	4.15
chrUn_GL000226v1	0.0000	15008	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL000213v1	0.0572	164239	0.0000	3.0358	4986	129	121	0.4451	0	0.66
chrUn_KI270743v1	3.7860	210658	0.0000	54.6032	115026	10887	9425	0.4656	1	8.92
chrUn_KI270744v1	8.7836	168472	0.0000	71.4659	120400	17777	19813	0.4333	2	19.67
chrUn_KI270745v1	7.9547	41891	0.0000	92.3420	38683	4198	4187	0.4796	6	8.49
chrUn_KI270746v1	1.1520	66486	0.0000	36.1429	24030	942	1006	0.3637	0	2.27
chrUn_KI270747v1	0.0158	198735	0.0000	1.1744	2334	46	34	0.3995	0	0.16
chrUn_KI270748v1	0.5311	93321	0.0000	30.4883	28452	658	612	0.4550	0	1.29
chrUn_KI270749v1	0.0352	158759	0.0000	2.2210	3526	75	70	0.4066	0	0.27
chrUn_KI270750v1	0.5391	148850	0.0000	23.6386	35186	1032	1014	0.3974	0	2.53
