#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.0587	248956422	0.0000	2.7340	6806477	187884	189785	0.5177	0	7.39
chr2	0.0281	242193529	0.0000	1.7506	4239736	98629	79967	0.5222	0	3.11
chr3	0.0249	198295559	0.0000	1.6841	3339506	64195	64348	0.4855	0	1.16
chr4	0.0182	190214555	0.0000	1.2520	2381427	45415	44498	0.4696	0	0.38
chr5	0.0270	181538259	0.0000	1.7316	3143573	63572	63158	0.4747	0	0.94
chr6	0.0394	170805979	0.0000	2.0799	3552608	87305	86238	0.5012	0	4.43
chr7	0.0447	159345973	0.0000	2.6401	4206912	83221	107669	0.5393	0	11.19
chr8	0.0224	145138636	0.0000	1.5374	2231361	42861	41622	0.4839	0	0.74
chr9	0.0275	138394717	0.0000	1.7621	2438651	49473	49850	0.5113	0	1.45
chr10	0.0259	133797422	0.0000	1.8268	2444261	45356	44463	0.4833	0	0.26
chr11	0.0348	135086622	0.0000	2.0736	2801148	61131	60301	0.4959	0	1.24
chr12	0.0334	133275309	0.0000	2.1391	2850867	58267	57052	0.4963	0	1.10
chr13	0.0143	114364328	0.0000	0.8389	959439	20875	22247	0.5009	0	2.18
chr14	0.0285	107043718	0.0000	1.3179	1410736	31386	54815	0.6208	0	13.11
chr15	0.0307	101991189	0.0000	2.0943	2136045	40816	40427	0.4872	0	0.72
chr16	0.0520	90338345	0.0000	3.3568	3032475	61125	60172	0.5225	0	0.86
chr17	0.0725	83257441	0.0000	3.7809	3147858	77699	78133	0.5250	0	4.75
chr18	0.0156	80373285	0.0000	1.0907	876642	16587	16139	0.4716	0	0.25
chr19	0.0826	58617616	0.0000	5.0752	2974956	62984	62354	0.5521	0	1.50
chr20	0.0335	64444167	0.0000	2.1653	1395403	28087	27801	0.5055	0	0.75
chr21	1.2259	46709983	0.0000	2.5476	1190002	694032	736201	0.6591	0	140.49
chr22	0.0509	50818468	0.0000	3.1804	1616210	33507	33301	0.5303	0	0.64
chrX	0.0160	156040895	0.0000	1.0945	1707810	33064	32471	0.4913	0	0.36
chrY	0.0017	57227415	0.0000	0.1055	60382	1477	1285	0.4802	0	0.12
chrM	476.4647	16569	0.0000	99.9276	16557	101638	98296	0.4584	366	732.63
chr1_KI270706v1_random	0.4073	175055	0.0000	20.6352	36123	908	917	0.5030	0	5.43
chr1_KI270707v1_random	0.2229	32032	0.0000	14.0047	4486	88	97	0.4344	0	0.72
chr1_KI270708v1_random	0.0234	127682	0.0000	1.8750	2394	41	38	0.4707	0	0.18
chr1_KI270709v1_random	0.0066	66860	0.0000	0.5070	339	6	6	0.4607	0	0.10
chr1_KI270710v1_random	0.0074	40176	0.0000	0.3310	133	4	4	0.4012	0	0.14
chr1_KI270711v1_random	0.1247	42210	0.0000	9.5191	4018	69	66	0.4605	0	0.42
chr1_KI270712v1_random	0.0174	176043	0.0000	1.3145	2314	41	41	0.5175	0	0.17
chr1_KI270713v1_random	2.1896	40745	0.0000	5.6277	2293	1004	1316	0.5352	0	24.09
chr1_KI270714v1_random	0.1002	41717	0.0000	3.9241	1637	58	49	0.5060	0	0.76
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.3045	155397	0.0000	16.0659	24966	606	613	0.4670	0	1.86
chr4_GL000008v2_random	0.1907	209709	0.0000	11.9747	25112	522	506	0.4563	0	0.79
chr5_GL000208v1_random	0.0090	92689	0.0000	0.3075	285	14	9	0.4086	0	0.22
chr9_KI270717v1_random	0.0006	40062	0.0000	0.0574	23	1	0	0.8846	0	0.02
chr9_KI270718v1_random	0.0750	38054	0.0000	3.7867	1441	39	39	0.5400	0	0.65
chr9_KI270719v1_random	0.1052	176845	0.0000	4.3925	7768	201	286	0.4010	0	1.25
chr9_KI270720v1_random	0.1874	39050	0.0000	11.9770	4677	91	95	0.4205	0	0.71
chr11_KI270721v1_random	0.0876	100316	0.0000	5.5196	5537	110	112	0.6264	0	0.44
chr14_GL000009v2_random	0.2955	201709	0.0000	18.2421	36796	762	760	0.4549	0	0.85
chr14_GL000225v1_random	0.0111	211173	0.0000	0.8917	1883	31	30	0.4777	0	0.13
chr14_KI270722v1_random	0.0175	194050	0.0000	1.2105	2349	45	45	0.4661	0	0.22
chr14_GL000194v1_random	0.1899	191469	0.0000	11.5925	22196	470	462	0.4941	0	0.65
chr14_KI270723v1_random	0.0109	38115	0.0000	0.6297	240	5	6	0.5044	0	0.16
chr14_KI270724v1_random	0.0070	39555	0.0000	0.5612	222	4	3	0.4967	0	0.10
chr14_KI270725v1_random	0.0016	172810	0.0000	0.1470	254	3	4	0.3838	0	0.04
chr14_KI270726v1_random	0.0467	43739	0.0000	2.9036	1270	28	29	0.5776	0	0.33
chr15_KI270727v1_random	0.0039	448248	0.0000	0.3137	1406	27	21	0.4517	0	0.08
chr16_KI270728v1_random	0.0103	1872759	0.0000	0.7465	13980	260	249	0.4984	0	0.14
chr17_GL000205v2_random	0.1768	185591	0.0000	9.5312	17689	409	437	0.4495	0	0.72
chr17_KI270729v1_random	0.0047	280839	0.0000	0.3169	890	18	18	0.4233	0	0.10
chr17_KI270730v1_random	0.0027	112551	0.0000	0.2212	249	4	5	0.4576	0	0.06
chr22_KI270731v1_random	0.0143	150754	0.0000	0.9751	1470	33	29	0.5210	0	0.19
chr22_KI270732v1_random	0.0039	41543	0.0000	0.3033	126	3	1	0.5000	0	0.07
chr22_KI270733v1_random	247.9591	179772	0.0000	22.2176	39941	544351	568672	0.6696	0	2112.82
chr22_KI270734v1_random	0.0307	165050	0.0000	1.9806	3269	64	71	0.5706	0	0.26
chr22_KI270735v1_random	0.0037	42811	0.0000	0.2523	108	2	2	0.3410	0	0.08
chr22_KI270736v1_random	0.0035	181920	0.0000	0.3287	598	4	14	0.4525	0	0.06
chr22_KI270737v1_random	0.0068	103838	0.0000	0.5499	571	9	9	0.4232	0	0.10
chr22_KI270738v1_random	0.0005	99375	0.0000	0.0453	45	1	0	0.4902	0	0.02
chr22_KI270739v1_random	0.0050	73985	0.0000	0.2352	174	6	4	0.5437	0	0.11
chrY_KI270740v1_random	0.0000	37240	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270302v1	0.0000	2274	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270304v1	0.2905	2165	0.0000	23.4180	507	8	8	0.4124	0	0.56
chrUn_KI270303v1	0.2194	1942	0.0000	16.3749	318	5	6	0.4292	0	0.53
chrUn_KI270305v1	0.0000	1472	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270322v1	0.0000	21476	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270320v1	0.0000	4416	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270310v1	0.3622	1201	0.0000	26.1449	314	6	5	0.3851	0	0.70
chrUn_KI270316v1	0.0000	1444	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270315v1	0.0000	2276	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270312v1	0.0000	998	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270311v1	0.0000	12399	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270317v1	0.0099	37690	0.0000	0.5811	219	5	5	0.4123	0	0.15
chrUn_KI270412v1	0.0000	1179	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270411v1	0.0136	2646	0.0000	1.3605	36	0	1	0.3889	0	0.12
chrUn_KI270414v1	0.0000	2489	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270419v1	0.0000	1029	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270418v1	0.0904	2145	0.0000	9.0443	194	3	2	0.4933	0	0.29
chrUn_KI270420v1	0.0000	2321	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270424v1	0.0000	2140	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270417v1	0.0000	2043	0.0000	0.0000	0	0	0	0.0000	0	0.00
