#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.1180	195471971	0.0000	1.1445	2237162	358933	199149	0.5255	0	7.60
chr10	0.1264	130694993	0.0000	1.3706	1791334	262352	141687	0.5368	0	6.63
chr11	0.2404	122082543	0.0000	2.1156	2582798	433634	264581	0.5339	0	17.24
chr12	0.1219	120129022	0.0000	1.2735	1529814	240968	118610	0.5318	0	7.91
chr13	0.1643	120421639	0.0000	1.3455	1620318	318765	162394	0.5197	0	17.42
chr14	0.0989	124902244	0.0000	1.0572	1320524	196770	108095	0.5388	0	6.87
chr15	0.1319	104043685	0.0000	1.3800	1435785	204736	126043	0.5374	0	6.61
chr16	0.1298	98207768	0.0000	1.2326	1210540	194331	115635	0.5379	0	7.91
chr17	0.2289	94987271	0.0000	1.8595	1766272	347757	169624	0.5481	0	12.15
chr18	0.1100	90702639	0.0000	1.1843	1074189	158128	81185	0.5311	0	5.27
chr19	0.1674	61431566	0.0000	1.6731	1027823	151359	97672	0.5411	0	6.80
chr1_GL456210_random	0.1092	169725	0.0000	2.0127	3416	319	133	0.5082	0	1.14
chr1_GL456211_random	0.1034	241735	0.0000	1.7631	4262	437	157	0.5154	0	1.71
chr1_GL456212_random	0.0602	153618	0.0000	1.7192	2641	144	72	0.5122	0	0.65
chr1_GL456213_random	1.5552	39340	0.0000	11.1413	4383	1238	161	0.4632	0	7.34
chr1_GL456221_random	0.0845	206961	0.0000	1.9810	4100	330	78	0.4823	0	0.84
chr2	0.1457	182113224	0.0000	1.5450	2813596	412647	228247	0.5314	0	5.99
chr3	0.1209	160039680	0.0000	1.1198	1792070	309857	156594	0.5297	0	6.73
chr4	0.1560	156508116	0.0000	1.6575	2594156	376628	210192	0.5302	0	7.95
chr4_GL456216_random	0.8815	66673	0.0000	2.3218	1548	77	1265	0.4964	0	27.06
chr4_GL456350_random	0.1436	227966	0.0000	2.7965	6375	563	223	0.5346	0	1.34
chr4_JH584292_random	0.0019	14945	0.0000	0.1940	29	1	0	0.3235	0	0.04
chr4_JH584293_random	0.1530	207968	0.0000	3.1712	6595	519	253	0.5443	0	1.31
chr4_JH584294_random	0.1913	191905	0.0000	3.8175	7326	649	229	0.5198	0	1.51
chr4_JH584295_random	0.0324	1976	0.0000	1.6194	32	0	2	0.4865	0	0.25
chr5	0.1431	151834684	0.0000	1.4914	2264509	342287	191033	0.5379	0	14.04
chr5_GL456354_random	0.1237	195993	0.0000	1.4031	2750	534	109	0.5285	0	1.83
chr5_JH584296_random	0.0688	199368	0.0000	1.1682	2329	265	102	0.4864	0	1.07
chr5_JH584297_random	0.0492	205776	0.0000	0.8009	1648	180	86	0.4781	0	0.93
chr5_JH584298_random	0.0302	184189	0.0000	0.5722	1054	127	21	0.4758	0	0.62
chr5_JH584299_random	0.0254	953012	0.0000	0.5380	5127	469	130	0.5048	0	0.53
chr6	0.1195	149736546	0.0000	1.2098	1811518	276450	155934	0.5255	0	8.78
chr7	0.1593	145441459	0.0000	1.5787	2296144	365020	207958	0.5387	0	15.45
chr7_GL456219_random	0.2224	175968	0.0000	0.6228	1096	820	44	0.5059	0	10.40
chr8	0.1395	129401213	0.0000	1.4177	1834538	273216	164995	0.5434	0	7.15
chr9	0.1384	124595110	0.0000	1.4667	1827447	257187	159280	0.5325	0	5.83
chrM	193.5456	16299	0.0000	99.7055	16251	52385	17880	0.3999	98	366.66
chrUn_GL456239	0.0123	40056	0.0000	0.2871	115	11	0	0.4741	0	0.29
chrUn_GL456359	0.0424	22974	0.0000	0.8618	198	15	7	0.5184	0	0.60
chrUn_GL456360	0.0566	31704	0.0000	0.5141	163	49	0	0.3262	0	1.08
chrUn_GL456366	0.0123	47073	0.0000	0.2995	141	12	6	0.4383	0	0.26
chrUn_GL456367	0.0492	42057	0.0000	1.2222	514	41	6	0.4607	0	0.66
chrUn_GL456368	1.4593	20208	0.0000	15.2860	3089	141	568	0.5039	0	11.08
chrUn_GL456370	0.2550	26764	0.0000	2.4436	654	148	22	0.5224	0	2.24
chrUn_GL456372	0.0838	28664	0.0000	1.8839	540	35	22	0.5480	0	0.97
chrUn_GL456378	0.3662	31602	0.0000	5.0756	1604	158	143	0.6068	0	3.17
chrUn_GL456379	0.0347	72385	0.0000	0.4214	305	51	10	0.3997	0	0.59
chrUn_GL456381	0.0000	25871	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456382	0.0168	23158	0.0000	0.9630	223	4	6	0.4493	0	0.19
chrUn_GL456383	0.0000	38659	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456385	0.0099	35240	0.0000	0.4058	143	8	0	0.4804	0	0.16
chrUn_GL456387	0.0000	24685	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456389	0.1167	28772	0.0000	1.2026	346	0	85	0.4312	0	1.67
chrUn_GL456390	0.0426	24668	0.0000	1.1432	282	38	0	0.4608	0	0.71
chrUn_GL456392	0.1231	23629	0.0000	1.1469	271	68	0	0.4313	0	2.30
chrUn_GL456393	0.0000	55711	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456394	0.0000	24323	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456396	0.2779	21240	0.0000	1.0075	214	139	0	0.3724	0	4.68
chrUn_JH584304	1.1814	114452	0.0000	8.9181	10207	2429	867	0.5520	0	14.26
chrX	0.0800	171031299	0.0000	0.8245	1410095	245221	94551	0.5181	0	5.28
chrX_GL456233_random	0.0388	336933	0.0000	0.5725	1929	173	154	0.4718	0	0.82
chrY	0.0273	91744698	0.0000	0.2181	200091	50249	10156	0.5170	0	2.21
chrY_JH584300_random	0.0023	182347	0.0000	0.0466	85	7	3	0.4647	0	0.12
chrY_JH584301_random	0.0024	259875	0.0000	0.1339	348	14	0	0.4562	0	0.08
chrY_JH584302_random	0.0012	155838	0.0000	0.0295	46	4	0	0.5294	0	0.07
chrY_JH584303_random	0.0041	158099	0.0000	0.0278	44	17	0	0.6206	0	0.25
