#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.5868	248956422	0.0000	13.7618	34260931	1329525	1644865	0.4606	0	75.41
chr2	0.3592	242193529	0.0000	12.3554	29924038	869518	912560	0.4252	0	30.12
chr3	0.3407	198295559	0.0000	11.4706	22745677	812667	565059	0.4364	0	38.14
chr4	0.2262	190214555	0.0000	8.4108	15998631	482943	412802	0.4059	0	15.57
chr5	0.4027	181538259	0.0000	12.1244	22010496	865900	630300	0.4146	0	22.35
chr6	0.4053	170805979	0.0000	11.7680	20100473	797220	617092	0.4437	0	31.63
chr7	0.3346	159345973	0.0000	12.3761	19720753	589929	506071	0.4322	0	4.46
chr8	0.3295	145138636	0.0000	9.6837	14054737	379951	601501	0.4467	0	62.87
chr9	0.3374	138394717	0.0000	10.7394	14862707	581757	374588	0.4556	0	39.87
chr10	0.3306	133797422	0.0000	13.0463	17455576	513588	393472	0.4188	0	3.21
chr11	0.4138	135086622	0.0000	11.6273	15706991	690767	454430	0.4368	0	46.55
chr12	0.5124	133275309	0.0000	13.4908	17979864	858104	537446	0.4632	0	82.54
chr13	0.2246	114364328	0.0000	8.0072	9157325	235034	288900	0.4074	0	9.94
chr14	0.5124	107043718	0.0000	11.4300	12235127	612580	501295	0.4946	0	73.88
chr15	0.3397	101991189	0.0000	12.8724	13128699	389704	319140	0.4243	0	7.15
chr16	0.5564	90338345	0.0000	15.2581	13783898	534274	495879	0.4697	0	19.16
chr17	0.7872	83257441	0.0000	20.8852	17388483	680840	672894	0.4696	0	41.90
chr18	0.2331	80373285	0.0000	9.3176	7488833	216770	173335	0.4047	0	4.72
chr19	0.7098	58617616	0.0000	22.8111	13371326	531800	321711	0.4995	0	30.61
chr20	0.4146	64444167	0.0000	12.7812	8236715	252537	296850	0.4517	0	43.99
chr21	34.9634	46709983	0.0000	10.5886	4945951	33021323	138219	0.5761	0	1176.21
chr22	0.4421	50818468	0.0000	14.8164	7529478	256136	203775	0.4837	0	12.07
chrX	0.1858	156040895	0.0000	6.8296	10656892	364293	238411	0.4331	0	27.67
chrY	0.0398	57227415	0.0000	1.4484	828875	41773	12599	0.3830	0	7.45
chrM	1666.9875	16569	0.0000	99.9457	16560	511382	47475	0.4238	906	2259.40
chr1_KI270706v1_random	0.0124	175055	0.0000	0.8483	1485	24	22	0.4616	0	0.15
chr1_KI270707v1_random	0.0283	32032	0.0000	2.3945	767	10	9	0.4083	0	0.20
chr1_KI270708v1_random	0.0289	127682	0.0000	2.2070	2818	59	16	0.4363	0	0.22
chr1_KI270709v1_random	0.0157	66860	0.0000	1.1771	787	12	9	0.3612	0	0.16
chr1_KI270710v1_random	0.0170	40176	0.0000	1.1176	449	11	3	0.4203	0	0.17
chr1_KI270711v1_random	2.6321	42210	0.0000	71.5944	30220	10	2218	0.4131	2	3.67
chr1_KI270712v1_random	0.1653	176043	0.0000	7.7356	13618	214	382	0.3668	0	1.15
chr1_KI270713v1_random	40.9765	40745	0.0000	33.3489	13588	345	33279	0.5248	0	626.86
chr1_KI270714v1_random	0.2250	41717	0.0000	8.9939	3752	134	55	0.4057	0	0.95
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0003	153799	0.0000	0.0306	47	0	1	0.3333	0	0.02
chr3_GL000221v1_random	0.0227	155397	0.0000	1.5837	2461	36	35	0.4367	0	0.22
chr4_GL000008v2_random	0.0203	209709	0.0000	1.2999	2726	60	32	0.4287	0	0.22
chr5_GL000208v1_random	0.0240	92689	0.0000	1.7801	1650	14	30	0.3924	0	0.20
chr9_KI270717v1_random	0.0099	40062	0.0000	0.6016	241	6	4	0.6366	0	0.18
chr9_KI270718v1_random	0.4833	38054	0.0000	9.4418	3593	178	197	0.5214	0	4.61
chr9_KI270719v1_random	0.1778	176845	0.0000	11.0922	19616	67	578	0.3574	0	0.63
chr9_KI270720v1_random	0.2410	39050	0.0000	12.0179	4693	22	176	0.3481	0	0.95
chr11_KI270721v1_random	0.3156	100316	0.0000	12.0340	12072	632	14	0.6362	0	1.49
chr14_GL000009v2_random	0.0113	201709	0.0000	0.8527	1720	28	22	0.4485	0	0.13
chr14_GL000225v1_random	0.0309	211173	0.0000	2.1745	4592	88	45	0.4641	0	0.23
chr14_KI270722v1_random	0.0263	194050	0.0000	1.8676	3624	80	24	0.4194	0	0.22
chr14_GL000194v1_random	0.0205	191469	0.0000	1.4613	2798	33	52	0.4493	0	0.19
chr14_KI270723v1_random	0.0273	38115	0.0000	1.9362	738	14	8	0.4487	0	0.22
chr14_KI270724v1_random	0.0612	39555	0.0000	2.7557	1090	37	14	0.5269	0	0.69
chr14_KI270725v1_random	0.1142	172810	0.0000	3.1595	5460	373	28	0.3191	0	1.17
