#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.5415	248956422	0.0000	13.8103	34381588	1327313	1503979	0.4711	0	72.84
chr2	0.3391	242193529	0.0000	12.4143	30066688	897164	854517	0.4391	0	29.74
chr3	0.3293	198295559	0.0000	11.5860	22974591	849758	523886	0.4576	0	43.62
chr4	0.2083	190214555	0.0000	8.2490	15690730	533195	359249	0.4151	0	18.41
chr5	0.3599	181538259	0.0000	11.7898	21402972	824617	573499	0.4318	0	23.86
chr6	0.3990	170805979	0.0000	11.6130	19835666	869526	573741	0.4658	0	41.37
chr7	0.3267	159345973	0.0000	12.5498	19997651	641494	485836	0.4468	0	9.90
chr8	0.3379	145138636	0.0000	9.7390	14134997	450502	607320	0.4620	0	65.48
chr9	0.3318	138394717	0.0000	10.8635	15034493	613856	355397	0.4799	0	50.09
chr10	0.3069	133797422	0.0000	12.9551	17333633	518610	370673	0.4333	0	8.16
chr11	0.4083	135086622	0.0000	12.0579	16288594	734991	437979	0.4469	0	47.38
chr12	0.4951	133275309	0.0000	13.5284	18030021	898611	488585	0.4773	0	83.51
chr13	0.2014	114364328	0.0000	7.7804	8898034	232880	256334	0.4240	0	10.86
chr14	0.5490	107043718	0.0000	11.3023	12098429	675804	538761	0.5211	0	94.93
chr15	0.3219	101991189	0.0000	13.0062	13265133	396329	303853	0.4403	0	7.37
chr16	0.5743	90338345	0.0000	16.4494	14860121	597747	502825	0.4864	0	23.33
chr17	0.7567	83257441	0.0000	21.9664	18288703	710319	629145	0.4846	0	37.10
chr18	0.2286	80373285	0.0000	9.4135	7565910	252161	160278	0.4152	0	17.27
chr19	0.7490	58617616	0.0000	24.4573	14336290	589704	339524	0.5124	0	37.09
chr20	0.4146	64444167	0.0000	13.5708	8745573	273976	293765	0.4646	0	42.02
chr21	36.0004	46709983	0.0000	10.5888	4946049	34237930	124804	0.5743	0	1177.27
chr22	0.4570	50818468	0.0000	16.1831	8224000	277274	210979	0.4987	0	13.46
chrX	0.1815	156040895	0.0000	6.8731	10724834	391941	233891	0.4397	0	27.06
chrY	0.0644	57227415	0.0000	1.5965	913659	91285	17268	0.3425	0	23.02
chrM	1724.0863	16569	0.0000	99.9457	16560	520218	60175	0.4321	941	2230.29
chr1_KI270706v1_random	0.0131	175055	0.0000	0.9003	1576	33	18	0.4483	0	0.18
chr1_KI270707v1_random	0.0282	32032	0.0000	2.5100	804	13	6	0.4541	0	0.18
chr1_KI270708v1_random	0.0229	127682	0.0000	1.8718	2390	50	17	0.4248	0	0.19
chr1_KI270709v1_random	0.0168	66860	0.0000	1.4029	938	15	8	0.3860	0	0.15
chr1_KI270710v1_random	0.0193	40176	0.0000	1.6453	661	14	3	0.3818	0	0.16
chr1_KI270711v1_random	2.4918	42210	0.0000	73.6982	31108	24	2092	0.4277	2	3.94
chr1_KI270712v1_random	0.1499	176043	0.0000	8.4264	14834	240	310	0.4011	0	0.76
chr1_KI270713v1_random	28.8624	40745	0.0000	35.3933	14421	303	23611	0.5302	0	416.03
chr1_KI270714v1_random	0.2760	41717	0.0000	12.6783	5289	170	66	0.4324	0	0.95
chr2_KI270715v1_random	0.0015	161471	0.0000	0.1536	248	2	3	0.3647	0	0.04
chr2_KI270716v1_random	0.0012	153799	0.0000	0.1151	177	4	0	0.3743	0	0.03
chr3_GL000221v1_random	0.0191	155397	0.0000	1.5187	2360	29	32	0.4501	0	0.17
chr4_GL000008v2_random	0.0313	209709	0.0000	1.4563	3054	60	113	0.3814	0	0.89
chr5_GL000208v1_random	0.0302	92689	0.0000	2.0617	1911	18	38	0.3877	0	0.27
chr9_KI270717v1_random	0.0222	40062	0.0000	1.4877	596	6	14	0.5577	0	0.23
chr9_KI270718v1_random	0.3981	38054	0.0000	8.4879	3230	149	159	0.5274	0	3.89
chr9_KI270719v1_random	0.1134	176845	0.0000	7.4138	13111	92	342	0.3834	0	0.68
chr9_KI270720v1_random	0.1861	39050	0.0000	9.9001	3866	41	124	0.3721	0	1.08
chr11_KI270721v1_random	0.2888	100316	0.0000	12.1735	12212	571	21	0.6300	0	1.12
chr14_GL000009v2_random	0.0106	201709	0.0000	0.8641	1743	30	21	0.4442	0	0.13
chr14_GL000225v1_random	0.0550	211173	0.0000	3.9536	8349	183	67	0.4927	0	0.35
chr14_KI270722v1_random	0.0264	194050	0.0000	2.0170	3914	76	35	0.4328	0	0.21
chr14_GL000194v1_random	0.0221	191469	0.0000	1.4707	2816	45	56	0.4659	0	0.27
chr14_KI270723v1_random	0.0272	38115	0.0000	2.2065	841	10	14	0.4948	0	0.21
chr14_KI270724v1_random	0.0702	39555	0.0000	2.2627	895	54	6	0.5796	0	1.13
