#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.4871	248956422	0.0000	11.7404	29228394	1079986	1425025	0.4769	0	79.98
chr2	0.2710	242193529	0.0000	10.7469	26028326	671006	704116	0.4400	0	34.51
chr3	0.2754	198295559	0.0000	9.9560	19742281	715751	414728	0.4658	0	48.17
chr4	0.1566	190214555	0.0000	7.1384	13578192	365221	279028	0.4181	0	10.27
chr5	0.2904	181538259	0.0000	10.2106	18536203	638584	465522	0.4367	0	26.12
chr6	0.3397	170805979	0.0000	10.0142	17104786	751881	453477	0.4778	0	43.15
chr7	0.2487	159345973	0.0000	10.6966	17044650	461499	377636	0.4480	0	6.46
chr8	0.3010	145138636	0.0000	8.4296	12234641	340536	574406	0.4773	0	65.85
chr9	0.2798	138394717	0.0000	9.3203	12898859	525303	276609	0.4870	0	54.32
chr10	0.2329	133797422	0.0000	11.0110	14732376	380178	279581	0.4335	0	5.01
chr11	0.3458	135086622	0.0000	10.2246	13812007	608511	365529	0.4437	0	47.87
chr12	0.4625	133275309	0.0000	11.5170	15349312	899117	372837	0.4841	0	83.39
chr13	0.1657	114364328	0.0000	6.7658	7737689	173295	221256	0.4257	0	15.31
chr14	0.5050	107043718	0.0000	9.8165	10507999	613156	491341	0.5326	0	98.51
chr15	0.2410	101991189	0.0000	10.8838	11100523	284301	230606	0.4397	0	6.57
chr16	0.4535	90338345	0.0000	13.9651	12615832	472839	381974	0.4901	0	33.38
chr17	0.6373	83257441	0.0000	18.4956	15398978	563003	549645	0.4890	0	51.68
chr18	0.1684	80373285	0.0000	8.0524	6471951	166327	125251	0.4177	0	7.30
chr19	0.5553	58617616	0.0000	19.7543	11579523	439489	240489	0.5183	0	47.98
chr20	0.3281	64444167	0.0000	11.4991	7410479	202929	241062	0.4610	0	42.45
chr21	43.3850	46709983	0.0000	8.8586	4137870	41156980	87889	0.5767	0	1191.13
chr22	0.3296	50818468	0.0000	13.0590	6636400	196582	152564	0.4991	0	14.73
chrX	0.1457	156040895	0.0000	5.8618	9146762	299794	188985	0.4436	0	24.28
chrY	0.0413	57227415	0.0000	1.3575	776848	51492	12325	0.3650	0	9.98
chrM	2018.0435	16569	0.0000	99.8552	16545	647627	28106	0.4324	938	3186.06
chr1_KI270706v1_random	0.0083	175055	0.0000	0.6844	1198	22	9	0.4430	0	0.11
chr1_KI270707v1_random	0.0132	32032	0.0000	1.1395	365	5	4	0.4395	0	0.13
chr1_KI270708v1_random	0.0193	127682	0.0000	1.4889	1901	49	6	0.4222	0	0.19
chr1_KI270709v1_random	0.0123	66860	0.0000	1.0679	714	11	6	0.3684	0	0.13
chr1_KI270710v1_random	0.0173	40176	0.0000	1.3590	546	7	7	0.3775	0	0.16
chr1_KI270711v1_random	1.4286	42210	0.0000	60.4359	25510	8	1214	0.4321	1	1.96
chr1_KI270712v1_random	0.0981	176043	0.0000	6.1877	10893	109	252	0.4422	0	0.54
chr1_KI270713v1_random	47.1056	40745	0.0000	31.3143	12759	223	38413	0.5419	0	821.98
chr1_KI270714v1_random	0.1251	41717	0.0000	8.2365	3436	49	58	0.4899	0	0.51
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0003	153799	0.0000	0.0332	51	0	1	0.4510	0	0.02
chr3_GL000221v1_random	0.0125	155397	0.0000	1.1744	1825	21	20	0.4371	0	0.12
chr4_GL000008v2_random	0.0178	209709	0.0000	1.0777	2260	49	40	0.4239	0	0.31
chr5_GL000208v1_random	0.0226	92689	0.0000	1.4608	1354	16	26	0.3478	0	0.24
chr9_KI270717v1_random	0.0180	40062	0.0000	0.7938	318	15	4	0.7711	0	0.35
chr9_KI270718v1_random	0.3126	38054	0.0000	7.6602	2915	112	131	0.5297	0	3.11
chr9_KI270719v1_random	0.0931	176845	0.0000	6.4966	11489	58	287	0.3827	0	0.45
chr9_KI270720v1_random	0.1404	39050	0.0000	8.9168	3482	16	100	0.3585	0	0.59
chr11_KI270721v1_random	0.2125	100316	0.0000	9.7931	9824	415	22	0.6456	0	1.00
chr14_GL000009v2_random	0.0122	201709	0.0000	0.8810	1777	35	22	0.4688	0	0.17
chr14_GL000225v1_random	0.2935	211173	0.0000	13.8664	29282	895	422	0.4702	0	1.09
chr14_KI270722v1_random	0.0181	194050	0.0000	1.3734	2665	58	18	0.4126	0	0.17
chr14_GL000194v1_random	0.0144	191469	0.0000	1.1887	2276	36	26	0.4507	0	0.15
chr14_KI270723v1_random	0.0685	38115	0.0000	4.8931	1865	12	42	0.4757	0	0.34
chr14_KI270724v1_random	0.0758	39555	0.0000	4.2144	1667	52	12	0.5036	0	0.62
chr14_KI270725v1_random	0.0724	172810	0.0000	3.0201	5219	237	24	0.3427	0	0.70
chr14_KI270726v1_random	0.0302	43739	0.0000	1.7079	747	22	6	0.4331	0	0.28
chr15_KI270727v1_random	0.1313	448248	0.0000	7.1340	31978	376	860	0.4383	0	0.82
chr16_KI270728v1_random	0.0627	1872759	0.0000	3.8575	72241	1603	886	0.4268	0	0.54
chr17_GL000205v2_random	1.3622	185591	0.0000	34.5545	64130	726	4402	0.4311	0	3.21
chr17_KI270729v1_random	0.0077	280839	0.0000	0.5576	1566	26	25	0.3665	0	0.15
chr17_KI270730v1_random	0.0036	112551	0.0000	0.1546	174	3	9	0.2749	0	0.13
chr22_KI270731v1_random	0.0787	150754	0.0000	5.2662	7939	192	54	0.4870	0	0.43
chr22_KI270732v1_random	0.0289	41543	0.0000	2.5323	1052	16	10	0.3842	0	0.19
chr22_KI270733v1_random	5830.6761	179772	0.0000	34.4592	61948	21336480	486	0.5779	0	13455.82
