#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.3311	248956422	0.0000	10.5240	26200177	810016	898259	0.4707	0	54.56
chr2	0.1941	242193529	0.0000	9.4528	22894049	503876	485378	0.4362	0	17.17
chr3	0.1940	198295559	0.0000	8.7116	17274757	506600	293080	0.4588	0	35.81
chr4	0.1206	190214555	0.0000	6.2229	11836853	302836	206559	0.4110	0	10.69
chr5	0.2011	181538259	0.0000	8.9480	16244064	454111	318807	0.4323	0	14.54
chr6	0.2341	170805979	0.0000	8.8244	15072523	501108	335757	0.4630	0	29.22
chr7	0.1837	159345973	0.0000	9.4240	15016767	353225	271830	0.4438	0	4.99
chr8	0.1866	145138636	0.0000	7.2854	10573991	246389	330719	0.4544	0	49.76
chr9	0.1847	138394717	0.0000	8.1237	11242838	331860	199022	0.4752	0	26.94
chr10	0.1733	133797422	0.0000	9.6634	12929357	287661	208797	0.4289	0	4.35
chr11	0.2225	135086622	0.0000	9.0246	12191004	386327	248655	0.4459	0	24.69
chr12	0.3133	133275309	0.0000	10.2879	13711275	580787	285927	0.4854	0	70.94
chr13	0.1152	114364328	0.0000	5.9485	6802981	130457	145260	0.4196	0	5.68
chr14	0.3384	107043718	0.0000	8.5348	9135932	430710	310064	0.5240	0	65.71
chr15	0.1827	101991189	0.0000	9.6664	9858872	224473	170646	0.4349	0	5.70
chr16	0.3117	90338345	0.0000	12.4631	11258916	328203	264581	0.4845	0	16.85
chr17	0.4606	83257441	0.0000	16.6550	13866563	426392	384246	0.4802	0	30.43
chr18	0.1292	80373285	0.0000	6.9887	5617010	141867	91410	0.4073	0	10.72
chr19	0.3968	58617616	0.0000	18.0566	10584341	309413	178840	0.5089	0	16.77
chr20	0.2348	64444167	0.0000	10.3807	6689765	157649	159747	0.4605	0	22.22
chr21	19.6147	46709983	0.0000	7.9661	3720954	18532372	67537	0.5775	0	906.30
chr22	0.2398	50818468	0.0000	11.7205	5956181	144672	108159	0.4961	0	7.24
chrX	0.1016	156040895	0.0000	4.9030	7650668	216922	126545	0.4412	0	15.78
chrY	0.0369	57227415	0.0000	1.1100	635206	50834	9896	0.3492	0	12.72
chrM	937.9992	16569	0.0000	99.8491	16544	292279	21488	0.4326	527	1217.66
chr1_KI270706v1_random	0.0057	175055	0.0000	0.4953	867	19	6	0.4119	0	0.09
