#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.6344	248956422	0.0000	12.7088	31639497	1452753	1788105	0.4696	0	105.59
chr2	0.3265	242193529	0.0000	11.5573	27990957	801241	854172	0.4267	0	42.88
chr3	0.3062	198295559	0.0000	10.8676	21549972	785540	471441	0.4395	0	38.60
chr4	0.2004	190214555	0.0000	7.8250	14884362	483033	352250	0.3990	0	19.99
chr5	0.3438	181538259	0.0000	11.1885	20311451	778470	529768	0.4215	0	32.25
chr6	0.4017	170805979	0.0000	10.9819	18757750	862957	564231	0.4558	0	45.97
chr7	0.2860	159345973	0.0000	11.5366	18383157	540223	429613	0.4265	0	8.10
chr8	0.3251	145138636	0.0000	9.0626	13153300	364732	628680	0.4491	0	65.18
chr9	0.2959	138394717	0.0000	9.9152	13722066	535873	313838	0.4610	0	44.01
chr10	0.2779	133797422	0.0000	11.9140	15940680	461319	328544	0.4142	0	8.30
chr11	0.3650	135086622	0.0000	10.9313	14766733	640842	392202	0.4342	0	48.46
chr12	0.5293	133275309	0.0000	12.3713	16487852	986947	466329	0.4769	0	91.69
chr13	0.1846	114364328	0.0000	7.4442	8513461	209538	230736	0.4017	0	5.75
chr14	0.5018	107043718	0.0000	10.4328	11167607	647830	449229	0.4995	0	86.40
chr15	0.2920	101991189	0.0000	11.8701	12106496	355032	269385	0.4196	0	9.29
chr16	0.4969	90338345	0.0000	14.3528	12966098	519085	418248	0.4730	0	37.10
chr17	0.8050	83257441	0.0000	19.2534	16029896	715084	678471	0.4650	0	77.03
chr18	0.2026	80373285	0.0000	8.7681	7047201	214855	145189	0.3955	0	13.70
chr19	0.6238	58617616	0.0000	20.5322	12035485	501877	259807	0.4960	0	46.40
chr20	0.4032	64444167	0.0000	12.0528	7767324	236941	304455	0.4478	0	59.46
chr21	41.6690	46709983	0.0000	9.9539	4649482	39190709	115942	0.5614	0	1216.13
chr22	0.3777	50818468	0.0000	13.9845	7106727	224138	173899	0.4814	0	14.31
chrX	0.1666	156040895	0.0000	6.2510	9754138	351610	208206	0.4279	0	30.27
chrY	0.0608	57227415	0.0000	1.4631	837271	83460	11518	0.3568	0	20.12
chrM	1000.9789	16569	0.0000	99.9215	16556	286111	47438	0.4283	566	1164.47
chr1_KI270706v1_random	0.0064	175055	0.0000	0.5478	959	15	9	0.3813	0	0.09
chr1_KI270707v1_random	0.0189	32032	0.0000	1.7888	573	8	5	0.4216	0	0.14
chr1_KI270708v1_random	0.0148	127682	0.0000	1.2570	1605	33	9	0.4188	0	0.14
chr1_KI270709v1_random	0.0166	66860	0.0000	1.3311	890	14	9	0.3729	0	0.16
chr1_KI270710v1_random	0.0069	40176	0.0000	0.6870	276	2	4	0.4404	0	0.08
chr1_KI270711v1_random	2.3279	42210	0.0000	71.5565	30204	8	1957	0.4260	2	3.08
chr1_KI270712v1_random	0.1381	176043	0.0000	7.7873	13709	192	306	0.3712	0	0.78
chr1_KI270713v1_random	91.4658	40745	0.0000	30.6590	12492	268	74111	0.5278	0	1726.26
chr1_KI270714v1_random	0.1930	41717	0.0000	9.1162	3803	125	39	0.4006	0	0.80
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.0155	155397	0.0000	1.1390	1770	22	26	0.4202	0	0.17
chr4_GL000008v2_random	0.0162	209709	0.0000	1.1149	2338	40	41	0.4074	0	0.28
chr5_GL000208v1_random	0.0226	92689	0.0000	1.6345	1515	21	21	0.3845	0	0.21
chr9_KI270717v1_random	0.0096	40062	0.0000	0.9560	383	3	5	0.4491	0	0.10
chr9_KI270718v1_random	0.3876	38054	0.0000	7.9519	3026	119	180	0.5388	0	4.05
chr9_KI270719v1_random	0.0957	176845	0.0000	7.2459	12814	48	304	0.3571	0	0.46
chr9_KI270720v1_random	0.1727	39050	0.0000	11.1882	4369	23	119	0.3115	0	0.62
chr11_KI270721v1_random	0.2078	100316	0.0000	10.1679	10200	418	6	0.6083	0	0.86
chr14_GL000009v2_random	0.0068	201709	0.0000	0.5424	1094	20	13	0.4282	0	0.10
chr14_GL000225v1_random	0.1031	211173	0.0000	7.1098	15014	285	169	0.4643	0	0.44
chr14_KI270722v1_random	0.0172	194050	0.0000	1.2775	2479	49	22	0.4050	0	0.19
chr14_GL000194v1_random	0.0140	191469	0.0000	1.0399	1991	30	34	0.4105	0	0.19
chr14_KI270723v1_random	0.0406	38115	0.0000	2.6473	1009	14	17	0.4234	0	0.28
chr14_KI270724v1_random	0.0607	39555	0.0000	2.9352	1161	39	10	0.5178	0	0.63
chr14_KI270725v1_random	0.0921	172810	0.0000	3.4257	5920	305	27	0.3278	0	0.88
chr14_KI270726v1_random	0.0393	43739	0.0000	2.5789	1128	20	14	0.4602	0	0.30
