#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.2241	248956422	0.0000	7.1161	17716070	496234	656256	0.4776	0	49.27
chr2	0.1243	242193529	0.0000	6.4154	15537790	307700	323228	0.4406	0	15.93
chr3	0.1264	198295559	0.0000	5.9530	11804549	328894	190009	0.4669	0	24.88
chr4	0.0719	190214555	0.0000	4.1919	7973602	168119	128320	0.4188	0	4.91
chr5	0.1332	181538259	0.0000	6.2540	11353479	292981	213932	0.4374	0	12.03
chr6	0.1573	170805979	0.0000	6.0265	10293601	349983	208380	0.4794	0	36.36
chr7	0.1143	159345973	0.0000	6.4546	10285075	212213	173913	0.4490	0	3.02
chr8	0.1387	145138636	0.0000	4.9828	7231977	156989	264992	0.4780	0	48.21
chr9	0.1282	138394717	0.0000	5.6228	7781608	240332	127259	0.4880	0	30.30
chr10	0.1066	133797422	0.0000	6.5566	8772591	174162	128188	0.4341	0	2.36
chr11	0.1586	135086622	0.0000	6.1714	8336717	278402	168643	0.4445	0	29.94
chr12	0.2136	133275309	0.0000	6.9645	9281924	415592	171796	0.4851	0	60.80
chr13	0.0758	114364328	0.0000	4.0273	4605788	79297	101328	0.4268	0	7.03
chr14	0.2328	107043718	0.0000	5.8172	6226894	282544	226484	0.5333	0	47.97
chr15	0.1108	101991189	0.0000	6.4672	6595981	130371	106471	0.4402	0	3.05
chr16	0.2089	90338345	0.0000	8.8375	7983634	216857	176825	0.4911	0	15.29
chr17	0.2932	83257441	0.0000	11.5182	9589728	259806	251317	0.4891	0	23.98
chr18	0.0770	80373285	0.0000	4.7579	3824053	76418	57346	0.4189	0	3.58
chr19	0.2566	58617616	0.0000	12.2879	7202859	203063	111172	0.5193	0	22.21
chr20	0.1514	64444167	0.0000	6.8891	4439636	92758	112075	0.4617	0	20.26
chr21	20.1210	46709983	0.0000	5.4324	2537470	19009442	40243	0.5795	0	915.85
chr22	0.1520	50818468	0.0000	7.9929	4061844	90328	70536	0.4997	0	6.75
chrX	0.0668	156040895	0.0000	3.3593	5241837	136688	87228	0.4440	0	11.01
chrY	0.0191	57227415	0.0000	0.7661	438413	24158	5665	0.3636	0	4.89
chrM	919.4390	16569	0.0000	99.8310	16541	295021	12785	0.4330	428	1446.89
chr1_KI270706v1_random	0.0034	175055	0.0000	0.2805	491	11	2	0.4536	0	0.07
chr1_KI270707v1_random	0.0059	32032	0.0000	0.5651	181	2	2	0.4709	0	0.08
chr1_KI270708v1_random	0.0090	127682	0.0000	0.8255	1054	23	2	0.3893	0	0.10
chr1_KI270709v1_random	0.0019	66860	0.0000	0.1720	115	3	0	0.3750	0	0.05
chr1_KI270710v1_random	0.0085	40176	0.0000	0.7343	295	2	5	0.4058	0	0.10
chr1_KI270711v1_random	0.6469	42210	0.0000	40.1635	16953	3	550	0.4352	0	1.07
chr1_KI270712v1_random	0.0432	176043	0.0000	3.1987	5631	50	109	0.4415	0	0.29
chr1_KI270713v1_random	21.8447	40745	0.0000	18.8293	7672	97	17825	0.5425	0	381.73
chr1_KI270714v1_random	0.0536	41717	0.0000	4.0703	1698	19	27	0.4867	0	0.31
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0003	153799	0.0000	0.0332	51	0	1	0.4510	0	0.02
