#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.3146	248956422	0.0000	10.4892	26113556	808276	826238	0.4788	0	44.31
chr2	0.1914	242193529	0.0000	9.0896	22014498	524059	460552	0.4507	0	14.88
chr3	0.1894	198295559	0.0000	8.4917	16838759	488284	298758	0.4680	0	31.04
chr4	0.1210	190214555	0.0000	5.9816	11377793	309370	208097	0.4231	0	10.74
chr5	0.2097	181538259	0.0000	9.0114	16359205	480295	331351	0.4411	0	13.48
chr6	0.2288	170805979	0.0000	8.6216	14726182	488039	336030	0.4708	0	23.84
chr7	0.1928	159345973	0.0000	9.3815	14949070	377549	284916	0.4593	0	5.95
chr8	0.1876	145138636	0.0000	7.0739	10266922	259220	329201	0.4621	0	48.41
chr9	0.1912	138394717	0.0000	8.2093	11361244	344044	209408	0.4874	0	24.14
chr10	0.1854	133797422	0.0000	9.8150	13132239	317936	217112	0.4440	0	4.98
chr11	0.2216	135086622	0.0000	8.9283	12060984	386869	248542	0.4627	0	20.66
chr12	0.3013	133275309	0.0000	10.2219	13623237	545569	292225	0.4908	0	62.13
chr13	0.1136	114364328	0.0000	5.7665	6594790	134341	140903	0.4337	0	4.38
chr14	0.3197	107043718	0.0000	8.4683	9064763	401949	300498	0.5296	0	57.47
chr15	0.1867	101991189	0.0000	9.6078	9799137	230222	174678	0.4531	0	4.09
chr16	0.3407	90338345	0.0000	12.7754	11541130	357158	291686	0.4989	0	14.46
chr17	0.4805	83257441	0.0000	17.1650	14291176	441012	401555	0.4961	0	26.50
chr18	0.1290	80373285	0.0000	6.8125	5475418	142645	89842	0.4238	0	10.89
chr19	0.4656	58617616	0.0000	19.9139	11673082	356622	216214	0.5222	0	14.48
chr20	0.2342	64444167	0.0000	10.1955	6570380	163620	155140	0.4772	0	18.41
chr21	17.0473	46709983	0.0000	8.2415	3849593	16108301	76421	0.5819	0	819.49
chr22	0.2841	50818468	0.0000	12.6801	6443820	171028	128829	0.5107	0	6.65
