#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	1.0954	195471971	0.0000	9.9415	19432907	1024716	1434114	0.4623	0	136.47
chr10	0.7719	130694993	0.0000	10.3734	13557512	733529	397980	0.4517	0	68.65
chr11	3.6645	122082543	0.0000	15.9229	19439074	3362875	1504236	0.4754	0	245.01
chr12	0.9570	120129022	0.0000	9.5019	11414499	687793	615728	0.4627	0	94.31
chr13	1.5835	120421639	0.0000	10.3820	12502145	427365	1743227	0.5438	0	146.02
chr14	0.6419	124902244	0.0000	8.3888	10477770	296149	621679	0.4902	0	76.22
chr15	1.2466	104043685	0.0000	10.2535	10668160	1156848	313869	0.5289	0	127.17
chr16	3.5594	98207768	0.0000	10.2461	10062458	2073654	1838753	0.5493	0	207.52
chr17	7.4232	94987271	0.0000	12.4704	11845318	7332524	392085	0.5428	0	303.53
chr18	1.0462	90702639	0.0000	9.2104	8354038	766251	361500	0.4856	0	112.42
chr19	1.2816	61431566	0.0000	13.2892	8163779	430204	479693	0.4396	0	64.96
chr1_GL456210_random	1.6983	169725	0.0000	49.8730	84647	2351	1017	0.4415	0	3.46
chr1_GL456211_random	2.1110	241735	0.0000	57.1510	138154	3462	2396	0.4430	1	3.41
chr1_GL456212_random	1.8971	153618	0.0000	53.3720	81989	1024	2324	0.4438	1	3.42
chr1_GL456213_random	0.0947	39340	0.0000	6.4311	2530	4	38	0.4208	0	0.42
chr1_GL456221_random	2.0323	206961	0.0000	56.9503	117865	3433	1362	0.4402	1	3.43
chr2	1.4247	182113224	0.0000	12.3349	22463400	1740389	1213568	0.4984	0	112.03
chr3	1.0801	160039680	0.0000	9.1970	14718808	1539249	451284	0.4704	0	97.62
chr4	0.5842	156508116	0.0000	9.7947	15329424	629904	505338	0.4521	0	46.31
chr4_GL456216_random	1.5910	66673	0.0000	30.1921	20130	879	387	0.4004	0	5.27
chr4_GL456350_random	0.0088	227966	0.0000	0.8418	1919	17	9	0.4503	0	0.10
chr4_JH584292_random	0.0193	14945	0.0000	1.9338	289	2	2	0.4152	0	0.14
chr4_JH584293_random	0.0105	207968	0.0000	0.9155	1904	16	12	0.4600	0	0.12
chr4_JH584294_random	0.0056	191905	0.0000	0.5133	985	8	7	0.4772	0	0.08
chr4_JH584295_random	1.3583	1976	0.0000	45.7996	905	0	40	0.5427	0	2.27
chr5	0.9016	151834684	0.0000	11.4339	17360626	921324	619460	0.4627	0	78.10
chr5_GL456354_random	0.0111	195993	0.0000	0.9378	1838	16	12	0.4001	0	0.12
chr5_JH584296_random	0.2794	199368	0.0000	1.9115	3811	25	565	0.4265	0	3.86
chr5_JH584297_random	0.2356	205776	0.0000	1.8773	3863	29	480	0.4196	0	3.17
chr5_JH584298_random	0.0165	184189	0.0000	0.8763	1614	14	23	0.4221	0	0.24
chr5_JH584299_random	0.0093	953012	0.0000	0.6372	6073	44	65	0.4030	0	0.15
chr6	1.8223	149736546	0.0000	9.4181	14102295	1764694	1309727	0.5092	0	166.84
chr7	0.5204	145441459	0.0000	10.3301	15024279	408035	469355	0.4590	0	32.37
chr7_GL456219_random	0.0121	175968	0.0000	1.0797	1900	14	12	0.4125	0	0.12
chr8	1.2844	129401213	0.0000	9.8583	12756790	1379825	502834	0.5105	0	112.06
chr9	2.4103	124595110	0.0000	11.2478	14014249	1997809	1341076	0.5158	0	144.25
chrM	4099.2142	16299	0.0000	100.0000	16299	590602	127719	0.3586	1502	8860.94
chrUn_GL456239	0.0683	40056	0.0000	1.8524	742	3	75	0.4652	0	1.72
chrUn_GL456359	0.3787	22974	0.0000	9.3976	2159	98	2	0.3660	0	1.75
chrUn_GL456360	0.0122	31704	0.0000	0.7444	236	1	3	0.3650	0	0.16
chrUn_GL456366	0.0773	47073	0.0000	4.3018	2025	32	9	0.3948	0	0.45
chrUn_GL456367	0.0071	42057	0.0000	0.7133	300	1	2	0.4567	0	0.08
chrUn_GL456368	0.0382	20208	0.0000	3.1126	629	0	9	0.3718	0	0.23
chrUn_GL456370	0.6959	26764	0.0000	10.4768	2804	157	80	0.4654	0	7.20
chrUn_GL456372	0.7675	28664	0.0000	34.3113	9835	130	145	0.4575	0	1.64
chrUn_GL456378	0.0440	31602	0.0000	2.1739	687	2	16	0.4227	0	0.36
chrUn_GL456379	0.0657	72385	0.0000	1.1784	853	56	5	0.4073	0	0.95
chrUn_GL456381	0.0000	25871	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456382	5.3585	23158	0.0000	3.5668	826	1	1316	0.4684	0	43.29
chrUn_GL456383	0.0079	38659	0.0000	0.7579	293	1	10	0.4337	0	0.09
chrUn_GL456385	0.2965	35240	0.0000	18.6294	6565	9	109	0.3874	0	0.74
chrUn_GL456387	0.0061	24685	0.0000	0.6117	151	1	1	0.5033	0	0.08
chrUn_GL456389	0.1877	28772	0.0000	0.8063	232	0	163	0.4020	0	4.63
chrUn_GL456390	0.0081	24668	0.0000	0.8067	199	7	0	0.4505	0	0.09
chrUn_GL456392	0.0672	23629	0.0000	3.5846	847	30	0	0.3851	0	0.48
chrUn_GL456393	0.0043	55711	0.0000	0.3123	174	0	5	0.4752	0	0.08
chrUn_GL456394	0.0000	24323	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_GL456396	0.1217	21240	0.0000	3.8136	810	58	6	0.3812	0	1.28
chrUn_JH584304	4.2899	114452	0.0000	55.2564	63242	3210	2389	0.4721	1	14.01
chrX	0.2631	171031299	0.0000	5.1069	8734385	324301	281339	0.4310	0	36.33
chrX_GL456233_random	0.2187	336933	0.0000	15.3761	51807	594	266	0.3803	0	0.75
chrY	0.0283	91744698	0.0000	0.5761	528574	16598	12825	0.4282	0	0.97
chrY_JH584300_random	0.0000	182347	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrY_JH584301_random	0.0023	259875	0.0000	0.2270	590	2	4	0.4650	0	0.05
chrY_JH584302_random	0.0024	155838	0.0000	0.1938	302	1	4	0.4289	0	0.06
chrY_JH584303_random	0.0019	158099	0.0000	0.1898	300	1	2	0.4033	0	0.04
