#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	1.3529	248956422	0.0000	22.9533	57143653	2444282	2606589	0.4601	0	57.20
chr2	0.8979	242193529	0.0000	21.1975	51338891	1758227	1494545	0.4362	0	8.34
chr3	0.9690	198295559	0.0000	21.2362	42110391	1411964	1452036	0.4362	0	6.69
chr4	0.5953	190214555	0.0000	16.0012	30436546	829215	859019	0.4258	0	3.95
chr5	0.8911	181538259	0.0000	19.2993	35035543	1396797	1019596	0.4386	0	9.91
chr6	0.9080	170805979	0.0000	19.1393	32691126	1318594	1006952	0.4466	0	14.26
chr7	1.1712	159345973	0.0000	22.7032	36176701	1380679	1413487	0.4545	0	6.33
chr8	0.9531	145138636	0.0000	18.3863	26685575	1020630	1040350	0.4469	0	44.41
chr9	0.8565	138394717	0.0000	19.2751	26675692	947874	825440	0.4619	0	6.10
chr10	1.0892	133797422	0.0000	23.9916	32100090	1175901	994360	0.4400	0	5.13
chr11	1.0270	135086622	0.0000	20.1710	27248275	1082380	995454	0.4737	0	21.37
chr12	1.2595	133275309	0.0000	23.7003	31586592	1357610	1159361	0.4522	0	54.76
chr13	0.5193	114364328	0.0000	13.2678	15173664	430304	453970	0.4212	0	3.94
chr14	1.1001	107043718	0.0000	21.5733	23092849	913072	850360	0.4585	0	22.13
chr15	1.0740	101991189	0.0000	21.6701	22101606	810853	822216	0.4495	0	7.32
chr16	1.8997	90338345	0.0000	26.9297	24327802	1302933	1270283	0.4953	0	8.80
chr17	2.7845	83257441	0.0000	34.3984	28639216	1715762	1758780	0.4769	0	56.23
chr18	0.7486	80373285	0.0000	16.1196	12955870	464160	430596	0.4356	0	4.98
chr19	2.2032	58617616	0.0000	36.8399	21594678	1110947	842243	0.5171	0	10.18
chr20	1.7109	64444167	0.0000	26.1661	16862535	856628	799233	0.4687	0	15.16
chr21	27.7821	46709983	0.0000	20.4336	9544552	19059086	377980	0.5669	0	1028.01
