#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.6316	248956422	0.0000	13.3131	33143857	1220793	1299242	0.4655	0	49.44
chr2	0.3211	242193529	0.0000	12.0636	29217207	651939	598209	0.4400	0	6.07
chr3	0.3472	198295559	0.0000	12.0836	23961287	550345	546931	0.4442	0	13.88
chr4	0.2182	190214555	0.0000	9.0351	17186065	320049	345818	0.4262	0	3.21
chr5	0.3770	181538259	0.0000	11.9289	21655606	595580	504364	0.4401	0	7.50
chr6	0.4544	170805979	0.0000	11.0074	18801295	737728	502983	0.4697	0	45.98
chr7	0.4269	159345973	0.0000	13.7700	21941911	549664	539027	0.4511	0	4.37
chr8	0.3009	145138636	0.0000	10.4528	15171086	316569	380881	0.4405	0	19.90
chr9	0.2664	138394717	0.0000	10.4427	14452172	312448	283288	0.4583	0	7.14
chr10	0.3387	133797422	0.0000	13.5180	18086714	382643	338656	0.4377	0	2.82
chr11	0.3754	135086622	0.0000	10.9097	14737592	429547	384657	0.4601	0	12.34
chr12	0.5857	133275309	0.0000	13.9715	18620585	829263	477587	0.4718	0	58.95
chr13	0.1980	114364328	0.0000	7.4757	8549565	167683	194450	0.4282	0	9.22
chr14	0.4561	107043718	0.0000	12.4769	13355742	429893	346782	0.4676	0	31.28
chr15	0.3884	101991189	0.0000	12.1041	12345138	327917	303799	0.4465	0	12.41
chr16	0.5310	90338345	0.0000	15.4879	13991500	400487	368497	0.4849	0	10.59
chr17	1.0164	83257441	0.0000	20.1883	16808240	666697	685471	0.4749	0	42.28
chr18	0.2342	80373285	0.0000	9.0349	7261681	164276	135250	0.4341	0	2.50
chr19	0.6917	58617616	0.0000	20.5441	12042441	360890	297021	0.5074	0	7.44
chr20	0.5704	64444167	0.0000	15.0168	9677427	283726	319226	0.4587	0	15.39
chr21	15.6314	46709983	0.0000	11.3230	5288990	11465182	103995	0.5456	0	717.69
chr22	0.3608	50818468	0.0000	13.4909	6855862	154684	141293	0.4834	0	4.23
chrX	0.1365	156040895	0.0000	6.0544	9447383	189550	160366	0.4535	0	5.76
chrY	0.0135	57227415	0.0000	0.5105	292127	9790	5375	0.4402	0	3.36
chrM	3562.5276	16569	0.0000	100.0000	16569	560890	367393	0.4289	2831	2761.49
chr1_KI270706v1_random	0.9063	175055	0.0000	38.2131	66894	2184	376	0.4175	0	2.89
chr1_KI270707v1_random	0.4179	32032	0.0000	24.9563	7994	50	177	0.4108	0	1.00
chr1_KI270708v1_random	0.2184	127682	0.0000	7.0762	9035	453	32	0.4253	0	1.92
chr1_KI270709v1_random	0.0421	66860	0.0000	3.8229	2556	10	40	0.3769	0	0.23
chr1_KI270710v1_random	0.0192	40176	0.0000	1.8618	748	6	8	0.3764	0	0.14
chr1_KI270711v1_random	3.0512	42210	0.0000	78.4482	33113	58	1966	0.4287	2	3.38
chr1_KI270712v1_random	0.3620	176043	0.0000	19.9162	35061	384	641	0.4392	0	1.00
chr1_KI270713v1_random	58.7904	40745	0.0000	45.3381	18473	2507	35028	0.5185	0	696.44
chr1_KI270714v1_random	0.7593	41717	0.0000	26.9626	11248	282	248	0.5183	0	3.67
chr2_KI270715v1_random	0.0317	161471	0.0000	2.7144	4383	0	78	0.3924	0	0.21
chr2_KI270716v1_random	0.0317	153799	0.0000	2.5559	3931	1	77	0.3831	0	0.21
chr3_GL000221v1_random	1.3542	155397	0.0000	35.7774	55597	602	2803	0.4410	0	6.96
chr4_GL000008v2_random	0.6418	209709	0.0000	25.9979	54520	1975	207	0.4175	0	2.44
chr5_GL000208v1_random	0.0549	92689	0.0000	3.8656	3583	34	60	0.4183	0	0.34
chr9_KI270717v1_random	0.1959	40062	0.0000	14.9194	5977	105	13	0.3982	0	0.54
chr9_KI270718v1_random	2.6167	38054	0.0000	64.2981	24468	310	1382	0.4625	1	17.47
chr9_KI270719v1_random	0.4197	176845	0.0000	18.9844	33573	463	808	0.4051	0	1.72
chr9_KI270720v1_random	0.4786	39050	0.0000	25.3060	9882	96	216	0.3654	0	1.04
chr11_KI270721v1_random	0.2169	100316	0.0000	12.5284	12568	333	16	0.5854	0	0.77
chr14_GL000009v2_random	1.7009	201709	0.0000	43.2365	87212	401	5049	0.4248	0	6.05
chr14_GL000225v1_random	0.0448	211173	0.0000	2.6585	5614	133	43	0.3933	0	0.47
chr14_KI270722v1_random	0.1688	194050	0.0000	5.8150	11284	541	34	0.4351	0	1.45
chr14_GL000194v1_random	1.9908	191469	0.0000	37.3152	71447	304	5814	0.4794	0	11.33
chr14_KI270723v1_random	0.1410	38115	0.0000	8.6790	3308	74	21	0.4258	0	0.68
chr14_KI270724v1_random	0.1715	39555	0.0000	7.7133	3051	30	96	0.4472	0	1.00
chr14_KI270725v1_random	0.0815	172810	0.0000	5.1097	8830	149	79	0.4359	0	0.60
chr14_KI270726v1_random	0.0127	43739	0.0000	1.2483	546	4	5	0.4213	0	0.11
chr15_KI270727v1_random	0.0361	448248	0.0000	2.0756	9304	88	205	0.4468	0	0.39
chr16_KI270728v1_random	0.1358	1872759	0.0000	3.3414	62577	2518	1919	0.4646	0	5.09
chr17_GL000205v2_random	1.3182	185591	0.0000	26.5153	49210	1588	2348	0.4657	0	8.53
chr17_KI270729v1_random	0.0302	280839	0.0000	1.9460	5465	57	87	0.3830	0	0.28
chr17_KI270730v1_random	0.0025	112551	0.0000	0.2550	287	4	1	0.3527	0	0.05
chr22_KI270731v1_random	0.1798	150754	0.0000	11.3310	17082	368	78	0.4625	0	0.61
chr22_KI270732v1_random	0.0557	41543	0.0000	4.6530	1933	21	19	0.3944	0	0.27
chr22_KI270733v1_random	2107.9884	179772	0.0000	56.6557	101851	5963850	841	0.5483	1	8194.63
chr22_KI270734v1_random	0.2456	165050	0.0000	11.7673	19422	218	447	0.5232	0	2.18
chr22_KI270735v1_random	0.0183	42811	0.0000	1.5393	659	3	10	0.4015	0	0.15
chr22_KI270736v1_random	0.0015	181920	0.0000	0.1523	277	3	3	0.4580	0	0.04
