#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.8581	248956422	0.0000	2.8665	7136400	2441390	2515970	0.6098	0	84.86
chr2	0.4799	242193529	0.0000	2.2010	5330602	1367226	1332939	0.6398	0	21.72
chr3	0.4724	198295559	0.0000	2.1599	4282988	1099540	1077159	0.6406	0	21.39
chr4	0.3017	190214555	0.0000	1.4917	2837481	675261	659065	0.6371	0	13.74
chr5	0.4724	181538259	0.0000	2.0114	3651477	967372	1026502	0.6432	0	22.13
chr6	0.6202	170805979	0.0000	2.5073	4282680	1269001	1195492	0.6133	0	43.32
chr7	0.5593	159345973	0.0000	2.3638	3766648	1039950	1029593	0.6456	0	27.92
chr8	0.3856	145138636	0.0000	1.9542	2836321	650432	651438	0.6468	0	14.54
chr9	0.5625	138394717	0.0000	2.3078	3193931	898628	909787	0.6482	0	27.72
chr10	0.5116	133797422	0.0000	2.4221	3240740	829500	760527	0.6419	0	18.20
chr11	0.6298	135086622	0.0000	2.5460	3439357	947884	1028274	0.6436	0	26.55
chr12	0.6644	133275309	0.0000	2.7770	3701062	1046125	1011589	0.6281	0	32.39
chr13	0.2793	114364328	0.0000	1.4173	1620903	367944	375725	0.6412	0	12.64
chr14	0.5959	107043718	0.0000	2.4433	2615347	748807	731529	0.6190	0	63.67
chr15	0.5929	101991189	0.0000	2.5668	2617950	715299	689212	0.6406	0	23.88
chr16	0.8646	90338345	0.0000	3.5635	3219175	902309	910198	0.6621	0	27.81
chr17	1.5683	83257441	0.0000	4.8688	4053661	1476538	1548200	0.5978	0	104.05
chr18	0.3073	80373285	0.0000	1.6646	1337880	286171	288015	0.6445	0	16.81
chr19	1.7690	58617616	0.0000	6.3127	3700377	1289797	1117526	0.6462	0	46.78
chr20	0.6562	64444167	0.0000	2.9315	1889212	509395	472517	0.6536	0	23.36
chr21	0.8918	46709983	0.0000	2.4470	1142972	671427	302837	0.6701	0	106.53
chr22	0.8307	50818468	0.0000	3.5658	1812102	480987	499202	0.6513	0	25.06
chrX	0.2490	156040895	0.0000	1.4647	2285543	462259	441480	0.6264	0	12.70
chrY	0.0049	57227415	0.0000	0.0986	56453	3616	3168	0.5602	0	0.52
chrM	353.5234	16569	0.0000	99.5473	16494	123889	21418	0.4429	224	832.67
chr1_KI270706v1_random	0.3876	175055	0.0000	5.0738	8882	676	922	0.5524	0	8.65
chr1_KI270707v1_random	0.1034	32032	0.0000	3.4653	1110	58	22	0.5110	0	0.84
chr1_KI270708v1_random	0.0546	127682	0.0000	1.5124	1931	71	96	0.5060	0	0.73
chr1_KI270709v1_random	0.0017	66860	0.0000	0.1750	117	2	1	0.4957	0	0.04
chr1_KI270710v1_random	0.0022	40176	0.0000	0.2190	88	2	0	0.5455	0	0.05
chr1_KI270711v1_random	0.0460	42210	0.0000	2.2886	966	21	28	0.5100	0	0.42
chr1_KI270712v1_random	0.1011	176043	0.0000	1.6286	2867	252	165	0.6068	0	1.75
chr1_KI270713v1_random	88.1209	40745	0.0000	11.6922	4764	2546	79646	0.4861	0	2153.31
chr1_KI270714v1_random	0.4571	41717	0.0000	4.3388	1810	210	244	0.5390	0	5.11
chr2_KI270715v1_random	0.0002	161471	0.0000	0.0204	33	1	0	0.4444	0	0.01
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	2.3907	155397	0.0000	6.1623	9576	1362	7222	0.6394	0	70.74
chr4_GL000008v2_random	0.1132	209709	0.0000	2.4172	5069	407	166	0.5822	0	1.75
chr5_GL000208v1_random	0.0000	92689	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr9_KI270717v1_random	0.0972	40062	0.0000	3.2000	1282	33	57	0.5607	0	1.12
chr9_KI270718v1_random	6.2847	38054	0.0000	10.7479	4090	622	4865	0.6680	0	103.18
chr9_KI270719v1_random	1.1026	176845	0.0000	3.9605	7004	2785	1800	0.6547	0	12.71
chr9_KI270720v1_random	0.0223	39050	0.0000	0.9014	352	16	9	0.4305	0	0.26
chr11_KI270721v1_random	0.5850	100316	0.0000	3.4282	3439	1022	339	0.7137	0	13.98
chr14_GL000009v2_random	0.1200	201709	0.0000	2.5795	5203	290	288	0.5561	0	1.90
chr14_GL000225v1_random	0.0159	211173	0.0000	0.7591	1603	42	40	0.5687	0	0.23
chr14_KI270722v1_random	0.0402	194050	0.0000	1.1945	2318	81	109	0.5172	0	0.53
chr14_GL000194v1_random	0.4023	191469	0.0000	3.7353	7152	665	1129	0.6204	0	6.86
chr14_KI270723v1_random	0.1235	38115	0.0000	1.6660	635	37	76	0.4786	0	1.32
