#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.2857	248956422	0.0000	10.3331	25725013	880988	901054	0.5349	0	5.41
chr2	0.1865	242193529	0.0000	8.3981	20339631	591835	543224	0.5221	0	1.85
chr3	0.1792	198295559	0.0000	8.1604	16181804	436987	455590	0.5210	0	2.43
chr4	0.1239	190214555	0.0000	6.0679	11542036	304453	289347	0.5127	0	1.25
chr5	0.1877	181538259	0.0000	7.8599	14268665	439907	417160	0.5209	0	4.42
chr6	0.2364	170805979	0.0000	8.7507	14946725	538112	474443	0.5254	0	3.11
chr7	0.2326	159345973	0.0000	9.6503	15377402	466823	462623	0.5363	0	2.80
chr8	0.1563	145138636	0.0000	7.2141	10470445	274978	294836	0.5285	0	4.04
chr9	0.2064	138394717	0.0000	8.7829	12155077	347783	368555	0.5409	0	2.38
chr10	0.2085	133797422	0.0000	9.4943	12703092	371563	328466	0.5253	0	1.58
chr11	0.2480	135086622	0.0000	9.2349	12475151	424682	415502	0.5405	0	6.28
chr12	0.2542	133275309	0.0000	10.3452	13787541	434004	415370	0.5283	0	3.47
chr13	0.1119	114364328	0.0000	5.3935	6168209	155488	166843	0.5118	0	3.26
chr14	0.2230	107043718	0.0000	8.8216	9442967	299024	299479	0.5339	0	3.12
chr15	0.2265	101991189	0.0000	9.4289	9616664	298929	279522	0.5336	0	1.78
chr16	0.3547	90338345	0.0000	13.5521	12242737	434762	366118	0.5606	0	2.18
chr17	0.5484	83257441	0.0000	17.6442	14690103	539878	602163	0.5591	0	9.04
chr18	0.1249	80373285	0.0000	6.1669	4956576	126768	125549	0.5204	0	1.06
chr19	0.6470	58617616	0.0000	22.2851	13063023	521906	424783	0.5824	0	3.28
chr20	0.2609	64444167	0.0000	10.9512	7057431	218339	204003	0.5474	0	2.59
chr21	1.6427	46709983	0.0000	7.5541	3528500	1800560	102735	0.6477	0	61.38
chr22	0.3384	50818468	0.0000	13.2033	6709699	236938	193138	0.5695	0	2.14
chrX	0.1068	156040895	0.0000	5.3047	8277552	216545	203885	0.5249	0	1.97
chrY	0.0238	57227415	0.0000	1.3865	793472	19646	15672	0.4795	0	2.02
chrM	756.7176	16569	0.0000	99.9698	16564	216776	100957	0.4590	436	960.90
chr1_KI270706v1_random	0.2038	175055	0.0000	13.3547	23378	564	336	0.4813	0	0.91
chr1_KI270707v1_random	0.1341	32032	0.0000	10.6206	3402	46	62	0.4841	0	0.42
chr1_KI270708v1_random	0.0692	127682	0.0000	4.7775	6100	157	75	0.4952	0	0.41
chr1_KI270709v1_random	0.0034	66860	0.0000	0.2812	188	2	4	0.5467	0	0.07
chr1_KI270710v1_random	0.0136	40176	0.0000	1.0479	421	7	8	0.4758	0	0.14
chr1_KI270711v1_random	0.2794	42210	0.0000	19.8887	8395	29	264	0.4805	0	0.66
chr1_KI270712v1_random	0.1009	176043	0.0000	6.7847	11944	144	308	0.5582	0	0.66
chr1_KI270713v1_random	10.6573	40745	0.0000	19.5214	7954	489	10286	0.5316	0	97.98
chr1_KI270714v1_random	0.1905	41717	0.0000	11.5205	4806	63	138	0.5807	0	0.96
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.4712	155397	0.0000	17.6252	27389	435	1396	0.5394	0	3.64
chr4_GL000008v2_random	0.1416	209709	0.0000	8.4922	17809	547	204	0.5180	0	0.98
chr5_GL000208v1_random	0.0091	92689	0.0000	0.8027	744	12	8	0.4094	0	0.11
chr9_KI270717v1_random	0.0534	40062	0.0000	4.4905	1799	16	39	0.4720	0	0.26
chr9_KI270718v1_random	1.3342	38054	0.0000	48.4180	18425	125	1155	0.4952	0	5.34
chr9_KI270719v1_random	0.2517	176845	0.0000	9.9726	17636	533	604	0.5688	0	1.56
chr9_KI270720v1_random	0.2199	39050	0.0000	14.4661	5649	59	167	0.4377	0	0.65
chr11_KI270721v1_random	0.3832	100316	0.0000	18.2962	18354	930	21	0.6383	0	1.20
chr14_GL000009v2_random	0.1247	201709	0.0000	8.4756	17096	196	441	0.4849	0	0.64
chr14_GL000225v1_random	0.0311	211173	0.0000	2.4899	5258	83	83	0.5091	0	0.21
chr14_KI270722v1_random	0.0522	194050	0.0000	3.5233	6837	206	61	0.4943	0	0.37
chr14_GL000194v1_random	0.1467	191469	0.0000	9.4005	17999	126	573	0.5504	0	0.64
chr14_KI270723v1_random	0.1050	38115	0.0000	6.3545	2422	60	45	0.4738	0	0.49
chr14_KI270724v1_random	0.1130	39555	0.0000	5.3824	2129	58	55	0.5233	0	0.89
chr14_KI270725v1_random	0.0150	172810	0.0000	1.1579	2001	32	34	0.5567	0	0.17
chr14_KI270726v1_random	0.8687	43739	0.0000	19.2071	8401	352	617	0.4349	0	3.15
chr15_KI270727v1_random	0.0233	448248	0.0000	1.8421	8257	83	185	0.5319	0	0.19
chr16_KI270728v1_random	0.0376	1872759	0.0000	2.5752	48228	953	875	0.5265	0	0.36
chr17_GL000205v2_random	1.7896	185591	0.0000	38.7939	71998	3050	5290	0.5057	0	7.53
chr17_KI270729v1_random	0.0030	280839	0.0000	0.2400	674	15	10	0.4301	0	0.07
chr17_KI270730v1_random	0.0005	112551	0.0000	0.0533	60	2	0	0.4167	0	0.02
chr22_KI270731v1_random	0.1718	150754	0.0000	10.3997	15678	513	144	0.5769	0	0.63
chr22_KI270732v1_random	0.0152	41543	0.0000	1.5165	630	8	10	0.4922	0	0.12
chr22_KI270733v1_random	190.3922	179772	0.0000	32.0884	57686	846315	660	0.6647	0	673.51
chr22_KI270734v1_random	0.2067	165050	0.0000	11.3814	18785	287	581	0.6081	0	1.25
chr22_KI270735v1_random	0.0064	42811	0.0000	0.4532	194	1	6	0.4910	0	0.10
chr22_KI270736v1_random	0.0048	181920	0.0000	0.2699	491	8	15	0.5303	0	0.11
chr22_KI270737v1_random	0.0051	103838	0.0000	0.5075	527	5	8	0.4226	0	0.07
chr22_KI270738v1_random	0.0019	99375	0.0000	0.1912	190	4	1	0.5000	0	0.04
chr22_KI270739v1_random	0.0069	73985	0.0000	0.4609	341	7	6	0.5342	0	0.12
chrY_KI270740v1_random	0.0012	37240	0.0000	0.1182	44	0	1	0.4318	0	0.03
chrUn_KI270302v1	0.0000	2274	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270304v1	0.0000	2165	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270303v1	0.0000	1942	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270305v1	0.0000	1472	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270322v1	0.0000	21476	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270320v1	0.0000	4416	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270310v1	0.0000	1201	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270316v1	0.0000	1444	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270315v1	0.0000	2276	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270312v1	0.0000	998	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270311v1	0.0000	12399	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270317v1	0.0000	37690	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270412v1	0.0000	1179	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270411v1	0.0000	2646	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270414v1	0.0000	2489	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270419v1	0.0000	1029	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270418v1	0.0000	2145	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270420v1	0.0000	2321	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270424v1	0.0000	2140	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270417v1	0.0000	2043	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270422v1	0.0000	1445	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270423v1	0.0000	981	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270425v1	0.0000	1884	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270429v1	0.0000	1361	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270442v1	0.3592	392061	0.0000	3.0365	11905	665	3081	0.5405	0	10.69
chrUn_KI270466v1	0.0000	1233	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270465v1	0.0000	1774	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270467v1	0.0301	3920	0.0000	3.0102	118	0	3	0.3361	0	0.17
chrUn_KI270435v1	0.0088	92983	0.0000	0.6421	597	8	13	0.4499	0	0.13
chrUn_KI270438v1	0.0010	112505	0.0000	0.0978	110	3	1	0.3805	0	0.03
chrUn_KI270468v1	0.0000	4055	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270510v1	0.0000	2415	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270509v1	0.0000	2318	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270518v1	0.0000	2186	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270508v1	0.0446	1951	0.0000	4.4593	87	2	0	0.4659	0	0.21
chrUn_KI270516v1	0.0000	1300	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270512v1	0.0140	22689	0.0000	1.3399	304	4	4	0.3774	0	0.12
chrUn_KI270519v1	0.0055	138126	0.0000	0.3946	545	4	15	0.4321	0	0.11
chrUn_KI270522v1	0.0000	5674	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270511v1	0.0000	8127	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270515v1	0.0000	6361	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270507v1	0.0078	5353	0.0000	0.7846	42	0	1	0.4091	0	0.09
chrUn_KI270517v1	0.0000	3253	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270529v1	0.0000	1899	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270528v1	0.0000	2983	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270530v1	0.0000	2168	0.0000	0.0000	0	0	0	0.0000	0	0.00
