#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	1.1266	248956422	0.0000	1.9068	4747197	3159745	3341090	0.6038	0	89.37
chr2	0.5765	242193529	0.0000	1.4279	3458339	1628580	1617935	0.6401	0	25.39
chr3	0.5639	198295559	0.0000	1.3658	2708416	1297579	1301967	0.6421	0	25.99
chr4	0.3767	190214555	0.0000	1.0058	1913172	853059	813741	0.6367	0	16.63
chr5	0.5887	181538259	0.0000	1.3390	2430742	1228925	1257462	0.6462	0	27.44
chr6	0.7564	170805979	0.0000	1.6346	2791966	1565986	1439152	0.6135	0	45.86
chr7	0.6838	159345973	0.0000	1.5691	2500255	1265376	1266505	0.6469	0	37.66
chr8	0.4788	145138636	0.0000	1.2709	1844620	804278	812290	0.6494	0	19.57
chr9	0.6509	138394717	0.0000	1.5014	2077832	1039536	1054450	0.6511	0	32.19
chr10	0.6027	133797422	0.0000	1.5368	2056234	976782	897756	0.6430	0	22.30
chr11	0.8033	135086622	0.0000	1.6891	2281774	1207960	1313600	0.6445	0	35.18
chr12	0.8031	133275309	0.0000	1.8372	2448556	1252451	1236562	0.6283	0	39.25
chr13	0.3384	114364328	0.0000	0.8896	1017384	440849	460030	0.6428	0	16.37
chr14	0.7681	107043718	0.0000	1.5606	1670544	946848	960076	0.6144	0	65.92
chr15	0.7308	101991189	0.0000	1.6772	1710562	875260	856312	0.6446	0	28.27
chr16	1.0806	90338345	0.0000	2.3313	2106024	1117022	1150297	0.6640	0	35.70
chr17	2.3776	83257441	0.0000	3.2504	2706218	2266380	2304386	0.5521	0	109.28
chr18	0.3930	80373285	0.0000	1.0997	883857	364909	370279	0.6465	0	22.97
chr19	2.1446	58617616	0.0000	4.1623	2439833	1545690	1374115	0.6494	0	52.24
chr20	0.8043	64444167	0.0000	1.8517	1193300	613462	590560	0.6567	0	28.48
chr21	1.4400	46709983	0.0000	1.6776	783588	1209480	358201	0.6904	0	130.09
chr22	1.0221	50818468	0.0000	2.3033	1170502	591269	614495	0.6547	0	31.56
chrX	0.2679	156040895	0.0000	0.9383	1464135	488060	484795	0.6253	0	13.26
chrY	0.0342	57227415	0.0000	0.1935	110756	26669	19118	0.5592	0	2.71
chrM	286.8726	16569	0.0000	99.3844	16467	86450	28626	0.4282	156	674.81
chr1_KI270706v1_random	0.1303	175055	0.0000	1.3122	2297	387	148	0.5485	0	2.96
chr1_KI270707v1_random	0.0967	32032	0.0000	1.9605	628	20	52	0.4995	0	0.91
chr1_KI270708v1_random	0.0383	127682	0.0000	0.9344	1193	64	55	0.4726	0	0.54
chr1_KI270709v1_random	0.0031	66860	0.0000	0.0523	35	6	0	0.4571	0	0.14
chr1_KI270710v1_random	0.0033	40176	0.0000	0.2190	88	2	1	0.6288	0	0.07
chr1_KI270711v1_random	0.0634	42210	0.0000	1.7602	743	15	48	0.4352	0	0.53
chr1_KI270712v1_random	0.0973	176043	0.0000	0.9032	1590	206	198	0.5940	0	2.40
chr1_KI270713v1_random	159.0168	40745	0.0000	8.1654	3327	5542	142698	0.4855	0	2160.60
chr1_KI270714v1_random	0.3498	41717	0.0000	2.3252	970	143	197	0.5732	0	3.45
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.8708	155397	0.0000	2.4312	3778	381	2763	0.6357	0	25.63
chr4_GL000008v2_random	0.1051	209709	0.0000	0.9299	1950	424	101	0.6246	0	2.79
chr5_GL000208v1_random	0.0060	92689	0.0000	0.1974	183	1	12	0.5072	0	0.17
chr9_KI270717v1_random	0.0231	40062	0.0000	0.5491	220	10	11	0.5952	0	0.35
chr9_KI270718v1_random	8.8246	38054	0.0000	6.3752	2426	504	7204	0.6659	0	152.92
chr9_KI270719v1_random	0.7258	176845	0.0000	2.7623	4885	1715	1311	0.6566	0	7.72
chr9_KI270720v1_random	0.0527	39050	0.0000	0.9245	361	13	37	0.4150	0	0.60
chr11_KI270721v1_random	0.5284	100316	0.0000	2.0475	2054	1083	156	0.7038	0	14.93
chr14_GL000009v2_random	0.1426	201709	0.0000	0.9558	1928	245	433	0.5843	0	4.40
chr14_GL000225v1_random	0.0170	211173	0.0000	0.3320	701	72	21	0.5319	0	0.36
chr14_KI270722v1_random	0.0353	194050	0.0000	0.7879	1529	73	89	0.5102	0	0.55
chr14_GL000194v1_random	0.3369	191469	0.0000	1.9977	3825	471	1058	0.6084	0	6.38
chr14_KI270723v1_random	0.2662	38115	0.0000	1.7631	672	86	154	0.5474	0	3.22
chr14_KI270724v1_random	0.3379	39555	0.0000	1.6205	641	126	191	0.5202	0	4.50
chr14_KI270725v1_random	0.0069	172810	0.0000	0.2118	366	19	10	0.6292	0	0.17
chr14_KI270726v1_random	0.5217	43739	0.0000	1.3169	576	405	129	0.5285	0	10.75
chr15_KI270727v1_random	0.0590	448248	0.0000	0.4332	1942	112	502	0.6353	0	2.15
chr16_KI270728v1_random	0.0601	1872759	0.0000	0.5174	9689	1267	1371	0.6064	0	2.11
chr17_GL000205v2_random	7.3369	185591	0.0000	10.2149	18958	16091	15918	0.5540	0	58.15
chr17_KI270729v1_random	0.0029	280839	0.0000	0.0509	143	10	10	0.4430	0	0.15
chr17_KI270730v1_random	0.0004	112551	0.0000	0.0391	44	1	0	0.3409	0	0.02
chr22_KI270731v1_random	0.3810	150754	0.0000	1.7565	2648	464	898	0.6533	0	9.36
chr22_KI270732v1_random	0.0017	41543	0.0000	0.1685	70	1	1	0.6714	0	0.04
chr22_KI270733v1_random	82.7569	179772	0.0000	22.0763	39687	343499	4883	0.7120	0	1269.55
chr22_KI270734v1_random	0.4293	165050	0.0000	1.5789	2606	1012	643	0.6720	0	9.54
chr22_KI270735v1_random	0.0000	42811	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr22_KI270736v1_random	0.0007	181920	0.0000	0.0242	44	0	3	0.5682	0	0.05
chr22_KI270737v1_random	0.0000	103838	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr22_KI270738v1_random	0.0000	99375	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr22_KI270739v1_random	0.0000	73985	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrY_KI270740v1_random	0.0000	37240	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270302v1	0.0000	2274	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270304v1	0.1423	2165	0.0000	4.0647	88	7	0	0.3701	0	0.70
chrUn_KI270303v1	0.1586	1942	0.0000	4.5314	88	7	0	0.3701	0	0.74
chrUn_KI270305v1	0.0000	1472	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270322v1	0.0041	21476	0.0000	0.4098	88	2	0	0.4318	0	0.06
chrUn_KI270320v1	0.0000	4416	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270310v1	0.2198	1201	0.0000	7.3272	88	6	0	0.3409	0	0.83
chrUn_KI270316v1	0.0000	1444	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270315v1	0.0000	2276	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270312v1	0.1764	998	0.0000	4.4088	44	4	0	0.4091	0	0.82
chrUn_KI270311v1	0.0000	12399	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270317v1	0.0000	37690	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270412v1	0.0000	1179	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270411v1	0.0000	2646	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270414v1	0.0000	2489	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270419v1	0.0000	1029	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270418v1	0.0000	2145	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270420v1	0.0000	2321	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270424v1	0.0000	2140	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270417v1	0.0000	2043	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270422v1	0.0000	1445	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270423v1	0.0000	981	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270425v1	0.0000	1884	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270429v1	0.0000	1361	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270442v1	0.5543	392061	0.0000	0.8986	3523	1607	3528	0.6068	0	16.31
chrUn_KI270466v1	0.0000	1233	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270465v1	0.0000	1774	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270467v1	0.0000	3920	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270435v1	0.0040	92983	0.0000	0.0903	84	0	9	0.5160	0	0.14
chrUn_KI270438v1	0.0179	112505	0.0000	0.2515	283	49	0	0.3207	0	0.37
chrUn_KI270468v1	0.0000	4055	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270510v1	0.0000	2415	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270509v1	0.0000	2318	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270518v1	0.0000	2186	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270508v1	0.0000	1951	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270516v1	0.0000	1300	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270512v1	0.0000	22689	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270519v1	0.0000	138126	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270522v1	0.0000	5674	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270511v1	0.0000	8127	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270515v1	0.0000	6361	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270507v1	0.0000	5353	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270517v1	0.0000	3253	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270529v1	0.0000	1899	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270528v1	0.0000	2983	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270530v1	0.0000	2168	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270539v1	0.0000	993	0.0000	0.0000	0	0	0	0.0000	0	0.00
chrUn_KI270538v1	0.0054	91309	0.0000	0.1358	124	11	1	0.4305	0	0.18
chrUn_KI270544v1	0.0000	1202	0.0000	0.0000	0	0	0	0.0000	0	0.00
