#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	1.1156	248956422	0.0000	2.8440	7080373	3128583	3296488	0.5951	0	90.78
chr2	0.5805	242193529	0.0000	2.1473	5200645	1640250	1620192	0.6305	0	24.90
chr3	0.5765	198295559	0.0000	2.0881	4140700	1335685	1315971	0.6341	0	25.81
chr4	0.3636	190214555	0.0000	1.4251	2710740	809886	794975	0.6264	0	17.06
chr5	0.5663	181538259	0.0000	1.9645	3566400	1158925	1226608	0.6353	0	25.84
chr6	0.7746	170805979	0.0000	2.3843	4072610	1586071	1482958	0.6020	0	47.61
chr7	0.6878	159345973	0.0000	2.3306	3713727	1289206	1251435	0.6373	0	33.02
chr8	0.4647	145138636	0.0000	1.8917	2745585	793248	773391	0.6355	0	18.66
chr9	0.6578	138394717	0.0000	2.2073	3054844	1050798	1060654	0.6406	0	31.08
chr10	0.6052	133797422	0.0000	2.3192	3103065	973215	904936	0.6338	0	21.25
chr11	0.7650	135086622	0.0000	2.4884	3361463	1150470	1246310	0.6352	0	30.59
chr12	0.8126	133275309	0.0000	2.7326	3641908	1263749	1248663	0.6194	0	37.91
chr13	0.3280	114364328	0.0000	1.3183	1507611	423978	447413	0.6340	0	15.34
chr14	0.7576	107043718	0.0000	2.3672	2533888	942430	935253	0.6066	0	65.11
chr15	0.7080	101991189	0.0000	2.4246	2472897	849257	825280	0.6314	0	28.21
chr16	1.0524	90338345	0.0000	3.5212	3180983	1091336	1111048	0.6521	0	33.46
chr17	1.9964	83257441	0.0000	4.8214	4014160	1875310	1964259	0.5764	0	106.75
chr18	0.3612	80373285	0.0000	1.5382	1236333	332472	341443	0.6380	0	19.01
chr19	2.1681	58617616	0.0000	6.2204	3646234	1574189	1370879	0.6393	0	54.69
chr20	0.8067	64444167	0.0000	2.8925	1864027	621672	583503	0.6435	0	28.83
chr21	0.9724	46709983	0.0000	2.4223	1131476	686379	374833	0.6471	0	71.46
chr22	1.0103	50818468	0.0000	3.4907	1773897	585907	604505	0.6438	0	29.18
chrX	0.2706	156040895	0.0000	1.3442	2097536	496233	483966	0.6183	0	12.86
chrY	0.0407	57227415	0.0000	0.2875	164527	29874	24508	0.5650	0	3.01
chrM	442.9208	16569	0.0000	99.8793	16549	155119	25768	0.4374	282	1209.53
chr1_KI270706v1_random	0.1081	175055	0.0000	2.7871	4879	318	131	0.5141	0	1.28
chr1_KI270707v1_random	0.0620	32032	0.0000	2.7629	885	29	18	0.4804	0	0.44
chr1_KI270708v1_random	0.0397	127682	0.0000	1.4795	1889	75	48	0.4949	0	0.47
chr1_KI270709v1_random	0.0000	66860	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr1_KI270710v1_random	0.0007	40176	0.0000	0.0697	28	0	1	0.5357	0	0.03
chr1_KI270711v1_random	0.0921	42210	0.0000	3.3096	1397	44	49	0.4959	0	0.74
chr1_KI270712v1_random	0.1835	176043	0.0000	1.7479	3077	522	227	0.6547	0	3.67
chr1_KI270713v1_random	148.9848	40745	0.0000	11.0934	4520	3074	135465	0.4822	0	2155.78
chr1_KI270714v1_random	0.9427	41717	0.0000	4.3220	1803	462	462	0.5303	0	11.66
chr2_KI270715v1_random	0.0000	161471	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.8445	155397	0.0000	3.3379	5187	609	2429	0.6255	0	22.15
chr4_GL000008v2_random	0.0866	209709	0.0000	1.7128	3592	293	141	0.5745	0	1.37
chr5_GL000208v1_random	0.0315	92689	0.0000	0.2611	242	61	6	0.5320	0	1.21
chr9_KI270717v1_random	0.0660	40062	0.0000	2.3489	941	19	45	0.5423	0	0.56
chr9_KI270718v1_random	8.2574	38054	0.0000	11.5021	4377	951	6275	0.6401	0	122.97
chr9_KI270719v1_random	0.7575	176845	0.0000	3.7276	6592	1693	1457	0.6445	0	7.36
