#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.2394	248956422	0.0000	8.7833	21866549	766353	786738	0.5454	0	5.77
chr2	0.1522	242193529	0.0000	7.1289	17265838	498514	465046	0.5358	0	2.02
chr3	0.1437	198295559	0.0000	6.8677	13618281	365381	378457	0.5359	0	2.04
chr4	0.0980	190214555	0.0000	5.0282	9564363	249969	238384	0.5277	0	1.16
chr5	0.1508	181538259	0.0000	6.5936	11969878	368043	347816	0.5328	0	3.94
chr6	0.1872	170805979	0.0000	7.2638	12407054	435365	398689	0.5368	0	2.57
chr7	0.1885	159345973	0.0000	8.1244	12945943	395414	387080	0.5513	0	2.62
chr8	0.1259	145138636	0.0000	6.0340	8757665	229074	247576	0.5443	0	4.13
chr9	0.1720	138394717	0.0000	7.6007	10518930	304740	314984	0.5564	0	2.88
chr10	0.1580	133797422	0.0000	7.7448	10362328	292353	259203	0.5405	0	1.24
chr11	0.2038	135086622	0.0000	7.9882	10791028	359646	357835	0.5521	0	5.57
chr12	0.2030	133275309	0.0000	8.8694	11820749	361236	343474	0.5415	0	3.46
chr13	0.0889	114364328	0.0000	4.5219	5171426	127735	138723	0.5255	0	2.19
chr14	0.1710	107043718	0.0000	7.2228	7731552	238359	238493	0.5475	0	2.45
chr15	0.1750	101991189	0.0000	7.8996	8056904	239618	225238	0.5470	0	1.44
chr16	0.2943	90338345	0.0000	11.8615	10715458	376644	313877	0.5756	0	2.11
chr17	0.4481	83257441	0.0000	15.1387	12604103	450904	516660	0.5710	0	7.83
chr18	0.1038	80373285	0.0000	5.4715	4397645	110787	107088	0.5326	0	1.02
chr19	0.5381	58617616	0.0000	19.7135	11555557	452958	364829	0.5918	0	2.91
chr20	0.2138	64444167	0.0000	9.1223	5878763	181102	178928	0.5635	0	3.25
chr21	2.0869	46709983	0.0000	6.6630	3112302	2419649	89285	0.6698	0	79.61
chr22	0.2773	50818468	0.0000	11.3427	5764207	193913	172284	0.5818	0	2.15
chrX	0.0926	156040895	0.0000	4.5805	7147440	197511	181455	0.5380	0	2.12
chrY	0.0086	57227415	0.0000	0.4557	260762	6685	7339	0.5086	0	1.73
chrM	894.3764	16569	0.0000	99.9638	16563	231175	159716	0.4623	724	775.36
chr1_KI270706v1_random	0.2166	175055	0.0000	13.9728	24460	684	318	0.4858	0	0.77
chr1_KI270707v1_random	0.2032	32032	0.0000	14.3700	4603	45	129	0.4820	0	0.56
chr1_KI270708v1_random	0.0816	127682	0.0000	5.4918	7012	227	55	0.4698	0	0.45
chr1_KI270709v1_random	0.0046	66860	0.0000	0.4592	307	7	1	0.4007	0	0.07
chr1_KI270710v1_random	0.0058	40176	0.0000	0.5849	235	4	3	0.5149	0	0.08
chr1_KI270711v1_random	0.2208	42210	0.0000	15.6124	6590	7	235	0.4745	0	0.61
chr1_KI270712v1_random	0.0833	176043	0.0000	5.3760	9464	179	208	0.5786	0	0.63
chr1_KI270713v1_random	9.5213	40745	0.0000	18.8367	7675	349	9691	0.5309	0	78.80
chr1_KI270714v1_random	0.1286	41717	0.0000	8.3012	3463	42	102	0.5355	0	0.58
chr2_KI270715v1_random	0.0005	161471	0.0000	0.0545	88	2	0	0.3409	0	0.02
chr2_KI270716v1_random	0.0000	153799	0.0000	0.0000	0	0	0	0.0000	0	0.00
chr3_GL000221v1_random	0.4835	155397	0.0000	16.2230	25210	307	1620	0.5642	0	4.73
chr4_GL000008v2_random	0.1593	209709	0.0000	8.5886	18011	725	151	0.5359	0	1.54
chr5_GL000208v1_random	0.0058	92689	0.0000	0.5470	507	13	1	0.4156	0	0.08
chr9_KI270717v1_random	0.1039	40062	0.0000	8.6291	3457	19	89	0.4832	0	0.37
chr9_KI270718v1_random	0.8452	38054	0.0000	35.4943	13507	74	762	0.5035	0	4.44
chr9_KI270719v1_random	0.3786	176845	0.0000	11.4264	20207	859	895	0.6096	0	2.60
chr9_KI270720v1_random	0.1073	39050	0.0000	7.2855	2845	45	71	0.4536	0	0.48
chr11_KI270721v1_random	0.3176	100316	0.0000	14.9727	15020	799	19	0.6478	0	1.11
chr14_GL000009v2_random	0.2141	201709	0.0000	11.0248	22238	209	934	0.5239	0	1.52
chr14_GL000225v1_random	0.0104	211173	0.0000	0.9381	1981	36	24	0.5487	0	0.11
chr14_KI270722v1_random	0.0593	194050	0.0000	4.1005	7957	245	68	0.4749	0	0.36
chr14_GL000194v1_random	0.4728	191469	0.0000	19.0877	36547	132	2216	0.5755	0	1.97
chr14_KI270723v1_random	0.0434	38115	0.0000	3.2743	1248	20	28	0.4991	0	0.27
chr14_KI270724v1_random	0.0791	39555	0.0000	3.7189	1471	55	32	0.5357	0	0.70
chr14_KI270725v1_random	0.0212	172810	0.0000	1.3593	2349	31	65	0.5789	0	0.30
chr14_KI270726v1_random	0.1836	43739	0.0000	6.9892	3057	90	125	0.4970	0	1.24
chr15_KI270727v1_random	0.0157	448248	0.0000	1.2803	5739	67	118	0.5089	0	0.15
chr16_KI270728v1_random	0.0298	1872759	0.0000	2.1421	40117	772	722	0.5397	0	0.29
chr17_GL000205v2_random	1.0226	185591	0.0000	31.2984	58087	1316	3639	0.5050	0	3.30
chr17_KI270729v1_random	0.0026	280839	0.0000	0.2268	637	14	7	0.4467	0	0.06
chr17_KI270730v1_random	0.0020	112551	0.0000	0.1697	191	4	2	0.4889	0	0.05
chr22_KI270731v1_random	0.1240	150754	0.0000	7.6588	11546	374	127	0.5745	0	0.59
chr22_KI270732v1_random	0.0180	41543	0.0000	1.7668	734	16	4	0.4440	0	0.14
chr22_KI270733v1_random	249.0761	179772	0.0000	30.3095	54488	1148804	531	0.6814	0	858.41
chr22_KI270734v1_random	0.1424	165050	0.0000	7.3747	12172	278	340	0.6115	0	0.91
chr22_KI270735v1_random	0.0042	42811	0.0000	0.4228	181	2	3	0.4560	0	0.06
