#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	1.1152	195471971	0.0000	18.7606	36671669	1960750	2402817	0.4763	0	16.38
chr10	1.7744	130694993	0.0000	21.5294	28137813	2128468	2517106	0.4910	0	18.51
chr11	1.8853	122082543	0.0000	27.0136	32978904	2288542	2343363	0.5044	0	33.05
chr12	1.3177	120129022	0.0000	18.5083	22233826	1727919	1469860	0.5177	0	110.38
chr13	1.1313	120421639	0.0000	18.9449	22813702	1340318	1399640	0.4881	0	16.71
chr14	1.2362	124902244	0.0000	18.5781	23204512	1582939	1505264	0.4825	0	12.60
chr15	1.4831	104043685	0.0000	20.7098	21547232	1224660	1874762	0.4995	0	17.98
chr16	0.9478	98207768	0.0000	16.9507	16646942	966034	918534	0.4916	0	38.44
chr17	3.3826	94987271	0.0000	25.9708	24668959	4403342	2123082	0.5707	0	227.14
chr18	1.0914	90702639	0.0000	19.7461	17910231	1042407	937405	0.4761	0	8.31
chr19	2.9108	61431566	0.0000	25.9505	15941804	1694185	1885020	0.4877	0	46.89
chr1_GL456210_random	0.1040	169725	0.0000	5.2615	8930	182	173	0.4753	0	0.80
chr1_GL456211_random	0.1102	241735	0.0000	5.7009	13781	300	243	0.4873	0	0.91
chr1_GL456212_random	0.1700	153618	0.0000	7.3253	11253	356	170	0.4736	0	1.20
chr1_GL456213_random	0.2081	39340	0.0000	9.6238	3786	27	139	0.4832	0	0.88
chr1_GL456221_random	0.1133	206961	0.0000	5.6716	11738	147	328	0.4685	0	0.91
chr2	1.4835	182113224	0.0000	23.2192	42285214	2955872	2449558	0.4874	0	15.76
chr3	0.9810	160039680	0.0000	16.2746	26045780	1573867	1583525	0.4740	0	19.02
chr4	1.1135	156508116	0.0000	20.1055	31466772	1810683	1680120	0.4927	0	9.60
chr4_GL456216_random	1.1505	66673	0.0000	29.9012	19936	962	620	0.4928	0	3.56
chr4_GL456350_random	0.0844	227966	0.0000	4.5638	10404	181	212	0.5187	0	0.64
chr4_JH584292_random	0.0268	14945	0.0000	2.6832	401	3	5	0.4395	0	0.16
chr4_JH584293_random	0.1868	207968	0.0000	6.8472	14240	510	273	0.5256	0	1.19
chr4_JH584294_random	0.2008	191905	0.0000	7.9534	15263	264	513	0.5245	0	1.24
chr4_JH584295_random	5.2687	1976	0.0000	76.6700	1515	4	224	0.6231	4	5.95
chr5	1.6820	151834684	0.0000	21.9866	33383333	2587256	2529352	0.4912	0	35.39
chr5_GL456354_random	0.0653	195993	0.0000	3.4369	6736	184	75	0.4554	0	0.55
chr5_JH584296_random	0.0964	199368	0.0000	4.1807	8335	215	175	0.4579	0	0.85
chr5_JH584297_random	0.0841	205776	0.0000	3.8401	7902	205	146	0.4491	0	0.75
chr5_JH584298_random	0.0320	184189	0.0000	2.0626	3799	59	61	0.4465	0	0.33
chr5_JH584299_random	0.0313	953012	0.0000	2.0018	19077	330	278	0.4352	0	0.39
chr6	1.2380	149736546	0.0000	19.0955	28592971	1954530	1761104	0.4913	0	49.11
chr7	1.4507	145441459	0.0000	20.9955	30536132	1976166	2251983	0.5029	0	12.17
chr7_GL456219_random	0.0796	175968	0.0000	4.2900	7549	153	130	0.4404	0	0.53
chr8	1.3257	129401213	0.0000	20.7933	26906825	1845249	1593642	0.4992	0	10.39
chr9	1.2599	124595110	0.0000	21.7111	27050976	1573257	1568870	0.4857	0	23.40
chrM	1318.7043	16299	0.0000	99.5767	16230	395063	33250	0.3656	387	3341.28
chrUn_GL456239	0.0937	40056	0.0000	4.8857	1957	44	32	0.4752	0	0.78
chrUn_GL456359	1.2476	22974	0.0000	13.8983	3193	557	14	0.4095	0	5.26
chrUn_GL456360	0.0411	31704	0.0000	2.4287	770	12	15	0.4432	0	0.29
