#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.6486	195471971	0.0000	14.5668	28474025	1143738	1405477	0.4972	0	23.91
chr10	1.0524	130694993	0.0000	17.2830	22588070	1233705	1530479	0.5095	0	20.98
chr11	1.2532	122082543	0.0000	21.9908	26846929	1498697	1601344	0.5285	0	55.02
chr12	0.9957	120129022	0.0000	14.2830	17158010	1338549	1110037	0.5574	0	117.97
chr13	0.6465	120421639	0.0000	14.0534	16923292	794392	787996	0.5170	0	27.35
chr14	0.7023	124902244	0.0000	14.6115	18250073	915995	842943	0.4986	0	14.61
chr15	0.9022	104043685	0.0000	16.7951	17474201	738906	1161155	0.5205	0	21.45
chr16	0.6551	98207768	0.0000	13.0846	12850076	594877	742186	0.5368	0	55.09
chr17	3.3087	94987271	0.0000	20.8732	19826851	4855160	1596999	0.6230	0	291.78
chr18	0.5981	90702639	0.0000	15.0068	13611565	558573	529192	0.4940	0	6.27
chr19	1.6938	61431566	0.0000	20.2951	12467586	962382	1124517	0.5015	0	35.08
chr1_GL456210_random	0.2773	169725	0.0000	19.4285	32975	451	486	0.4623	0	0.72
chr1_GL456211_random	0.2752	241735	0.0000	19.4213	46948	665	663	0.4649	0	0.77
chr1_GL456212_random	0.3238	153618	0.0000	21.0073	32271	547	442	0.4679	0	0.91
chr1_GL456213_random	0.1360	39340	0.0000	9.0544	3562	24	83	0.4883	0	0.51
chr1_GL456221_random	0.2926	206961	0.0000	20.4700	42365	539	669	0.4661	0	0.81
chr2	0.9042	182113224	0.0000	18.0891	32942690	1852087	1450844	0.5039	0	20.68
chr3	0.5578	160039680	0.0000	12.6570	20256165	939297	885372	0.4974	0	29.66
chr4	0.6350	156508116	0.0000	15.6269	24457431	1043629	953434	0.5125	0	8.22
chr4_GL456216_random	0.7213	66673	0.0000	19.5281	13020	615	389	0.5281	0	2.76
chr4_GL456350_random	0.0577	227966	0.0000	4.4099	10053	123	145	0.5073	0	0.34
chr4_JH584292_random	0.0369	14945	0.0000	2.8772	430	5	6	0.4293	0	0.23
chr4_JH584293_random	0.1305	207968	0.0000	6.5919	13709	349	197	0.5313	0	0.84
chr4_JH584294_random	0.1544	191905	0.0000	7.8356	15037	223	378	0.5224	0	0.94
chr4_JH584295_random	4.2050	1976	0.0000	76.3664	1509	7	182	0.6613	2	6.17
chr5	0.9800	151834684	0.0000	17.6854	26852583	1439598	1555246	0.5156	0	45.35
chr5_GL456354_random	0.0859	195993	0.0000	6.6946	13121	223	116	0.4559	0	0.39
chr5_JH584296_random	0.1081	199368	0.0000	7.4440	14841	266	166	0.4550	0	0.53
chr5_JH584297_random	0.1104	205776	0.0000	7.8619	16178	302	151	0.4455	0	0.54
chr5_JH584298_random	0.0486	184189	0.0000	4.1582	7659	87	93	0.4417	0	0.27
chr5_JH584299_random	0.0509	953012	0.0000	4.3248	41216	503	469	0.4289	0	0.30
chr6	0.7866	149736546	0.0000	15.1193	22639101	1292709	1078724	0.5166	0	52.66
chr7	0.8811	145441459	0.0000	17.2081	25027737	1201114	1372965	0.5203	0	7.67
chr7_GL456219_random	0.0548	175968	0.0000	3.8791	6826	102	89	0.4447	0	0.35
chr8	0.7912	129401213	0.0000	16.3739	21188066	1109151	953669	0.5179	0	12.35
chr9	0.7688	124595110	0.0000	17.0978	21303083	963078	959780	0.5011	0	20.96
chrM	1462.0674	16299	0.0000	98.9815	16133	454507	20906	0.3625	179	4762.80
chrUn_GL456239	0.1656	40056	0.0000	11.3866	4561	80	52	0.4556	0	1.01
chrUn_GL456359	0.9069	22974	0.0000	12.8145	2944	400	15	0.4625	0	4.37
chrUn_GL456360	0.0687	31704	0.0000	5.4504	1728	23	22	0.4615	0	0.31
chrUn_GL456366	0.1341	47073	0.0000	7.5606	3559	77	51	0.4448	0	0.79
chrUn_GL456367	0.0860	42057	0.0000	5.8563	2463	43	32	0.4474	0	0.39
chrUn_GL456368	0.1914	20208	0.0000	12.2229	2470	31	46	0.4527	0	0.80
chrUn_GL456370	1.0560	26764	0.0000	28.0302	7502	88	489	0.4086	0	3.06
chrUn_GL456372	0.2217	28664	0.0000	15.9747	4579	65	62	0.4791	0	0.59
chrUn_GL456378	0.3315	31602	0.0000	10.5784	3343	61	152	0.4904	0	1.91
chrUn_GL456379	0.1666	72385	0.0000	3.2976	2387	203	37	0.4768	0	1.77
chrUn_GL456381	0.0370	25871	0.0000	3.3319	862	11	8	0.4813	0	0.21
chrUn_GL456382	2.7977	23158	0.0000	5.9893	1387	47	1241	0.4443	0	22.86
chrUn_GL456383	0.1040	38659	0.0000	4.9044	1896	40	49	0.3948	0	0.64
chrUn_GL456385	0.0689	35240	0.0000	5.6016	1974	21	28	0.4284	0	0.31
chrUn_GL456387	0.0990	24685	0.0000	7.9725	1968	17	32	0.4941	0	0.37
chrUn_GL456389	3.6873	28772	0.0000	5.2829	1520	554	1568	0.3829	0	76.63
chrUn_GL456390	0.1207	24668	0.0000	5.7200	1411	41	33	0.3778	0	0.69
chrUn_GL456392	2.5077	23629	0.0000	11.3632	2685	600	601	0.3667	0	22.57
chrUn_GL456393	0.0640	55711	0.0000	4.2290	2356	33	43	0.4331	0	0.48
chrUn_GL456394	0.0559	24323	0.0000	4.3375	1055	16	11	0.4546	0	0.29
chrUn_GL456396	11.3962	21240	0.0000	6.5960	1401	2614	2247	0.3524	0	204.43
chrUn_JH584304	17.1655	114452	0.0000	76.8602	87968	15306	24254	0.4544	3	37.17
chrX	0.3049	171031299	0.0000	8.1520	13942546	512633	534688	0.4812	0	6.96
