#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
chr1	0.6346	195471971	0.0000	13.5092	26406673	1122060	1375631	0.5037	0	20.31
chr10	1.0815	130694993	0.0000	16.2082	21183285	1277070	1568225	0.5160	0	30.01
chr11	1.3169	122082543	0.0000	21.0307	25674826	1580823	1685062	0.5358	0	57.10
chr12	1.1467	120129022	0.0000	13.3844	16078568	1527871	1300235	0.5709	0	119.03
chr13	0.6694	120421639	0.0000	13.1051	15781405	815028	828846	0.5283	0	29.46
chr14	0.7173	124902244	0.0000	13.7064	17119639	925709	874383	0.5089	0	17.26
chr15	0.9191	104043685	0.0000	15.6756	16309449	780952	1161729	0.5295	0	25.78
chr16	0.6323	98207768	0.0000	12.1146	11897458	563666	737991	0.5455	0	58.49
chr17	3.2902	94987271	0.0000	19.9407	18941157	4940128	1478651	0.6251	0	285.49
chr18	0.6042	90702639	0.0000	14.0895	12779514	572294	528777	0.5021	0	6.64
chr19	1.7166	61431566	0.0000	19.4551	11951561	1032208	1088695	0.5094	0	34.67
chr1_GL456210_random	0.1795	169725	0.0000	12.8950	21886	310	300	0.4668	0	0.65
chr1_GL456211_random	0.1641	241735	0.0000	12.3759	29917	408	391	0.4776	0	0.63
chr1_GL456212_random	0.2263	153618	0.0000	14.7665	22684	421	270	0.4707	0	0.87
chr1_GL456213_random	0.1160	39340	0.0000	6.8404	2691	11	82	0.5147	0	0.56
chr1_GL456221_random	0.1790	206961	0.0000	13.2793	27483	321	419	0.4704	0	0.68
chr2	0.8976	182113224	0.0000	17.0119	30980884	1832275	1452914	0.5128	0	19.36
chr3	0.5560	160039680	0.0000	11.6378	18625056	945034	882467	0.5067	0	30.67
chr4	0.6664	156508116	0.0000	14.8034	23168532	1092367	1006831	0.5205	0	10.32
chr4_GL456216_random	0.8142	66673	0.0000	18.6117	12409	717	420	0.5427	0	3.36
chr4_GL456350_random	0.0529	227966	0.0000	3.5444	8080	131	116	0.5280	0	0.39
chr4_JH584292_random	0.0363	14945	0.0000	2.9174	436	0	11	0.4069	0	0.22
chr4_JH584293_random	0.1300	207968	0.0000	5.9086	12288	372	176	0.5425	0	0.97
chr4_JH584294_random	0.1477	191905	0.0000	6.4959	12466	176	400	0.5336	0	1.09
chr4_JH584295_random	5.2697	1976	0.0000	73.5830	1454	14	225	0.6777	2	9.86
chr5	0.9908	151834684	0.0000	16.6276	25246516	1411749	1622946	0.5225	0	43.92
chr5_GL456354_random	0.0598	195993	0.0000	4.7757	9360	148	86	0.4544	0	0.31
chr5_JH584296_random	0.0773	199368	0.0000	5.2581	10483	177	134	0.4645	0	0.54
chr5_JH584297_random	0.0699	205776	0.0000	4.8767	10035	162	129	0.4593	0	0.46
chr5_JH584298_random	0.0294	184189	0.0000	2.5810	4754	43	69	0.4298	0	0.20
chr5_JH584299_random	0.0362	953012	0.0000	2.9010	27647	359	340	0.4324	0	0.31
chr6	0.8131	149736546	0.0000	14.0925	21101697	1379779	1075801	0.5277	0	54.80
chr7	0.9098	145441459	0.0000	16.3442	23771303	1227642	1435272	0.5273	0	8.89
chr7_GL456219_random	0.0469	175968	0.0000	3.4830	6129	85	84	0.4460	0	0.29
chr8	0.8175	129401213	0.0000	15.7076	20325839	1154219	979261	0.5261	0	13.29
chr9	0.7555	124595110	0.0000	15.8993	19809742	940199	952296	0.5099	0	20.12
chrM	1854.3997	16299	0.0000	98.7300	16092	579220	22971	0.3547	184	6529.66
chrUn_GL456239	0.1187	40056	0.0000	8.2584	3308	56	39	0.4712	0	0.76
chrUn_GL456359	0.7929	22974	0.0000	13.9680	3209	346	17	0.4427	0	3.32
chrUn_GL456360	0.0428	31704	0.0000	3.0469	966	10	18	0.4445	0	0.27
chrUn_GL456366	0.1116	47073	0.0000	5.6869	2677	64	43	0.4549	0	0.66
chrUn_GL456367	0.0793	42057	0.0000	5.4759	2303	56	13	0.4173	0	0.39
chrUn_GL456368	0.1321	20208	0.0000	9.0162	1822	25	28	0.4778	0	0.63
chrUn_GL456370	0.9231	26764	0.0000	23.9949	6422	127	381	0.4387	0	3.12
chrUn_GL456372	0.1240	28664	0.0000	9.5346	2733	37	34	0.5018	0	0.47
chrUn_GL456378	0.3072	31602	0.0000	8.4235	2662	39	162	0.5241	0	2.29
chrUn_GL456379	0.1567	72385	0.0000	2.6732	1935	190	36	0.4925	0	1.80
chrUn_GL456381	0.0236	25871	0.0000	2.1955	568	9	3	0.4599	0	0.16
chrUn_GL456382	3.2036	23158	0.0000	5.8338	1351	44	1434	0.4411	0	28.09
chrUn_GL456383	0.0855	38659	0.0000	4.7027	1818	37	37	0.3901	0	0.50
chrUn_GL456385	0.0266	35240	0.0000	1.8729	660	7	12	0.4309	0	0.21
chrUn_GL456387	0.0856	24685	0.0000	5.6026	1383	16	26	0.5103	0	0.40
chrUn_GL456389	2.3883	28772	0.0000	3.7363	1075	366	1007	0.3828	0	49.69
chrUn_GL456390	0.0772	24668	0.0000	4.4025	1086	18	26	0.3746	0	0.44
