## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458414.sorted.bam] OUTPUT=SRR7458414.marked_duplicates.bam METRICS_FILE=SRR7458414.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:02:22 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	354115	1345748	3214682	2423121	138119	260296	0	0.216282	3014044

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.639869
3.0	2.0493
4.0	2.311283
5.0	2.478917
6.0	2.586181
7.0	2.654816
8.0	2.698733
9.0	2.726835
10.0	2.744816
11.0	2.756321
12.0	2.763683
13.0	2.768394
14.0	2.771408
15.0	2.773337
16.0	2.774571
17.0	2.775361
18.0	2.775866
19.0	2.77619
20.0	2.776396
21.0	2.776529
22.0	2.776613
23.0	2.776668
24.0	2.776702
25.0	2.776725
26.0	2.776739
27.0	2.776748
28.0	2.776754
29.0	2.776757
30.0	2.77676
31.0	2.776761
32.0	2.776762
33.0	2.776763
34.0	2.776763
35.0	2.776764
36.0	2.776764
37.0	2.776764
38.0	2.776764
39.0	2.776764
40.0	2.776764
41.0	2.776764
42.0	2.776764
43.0	2.776764
44.0	2.776764
45.0	2.776764
46.0	2.776764
47.0	2.776764
48.0	2.776764
49.0	2.776764
50.0	2.776764
51.0	2.776764
52.0	2.776764
53.0	2.776764
54.0	2.776764
55.0	2.776764
56.0	2.776764
57.0	2.776764
58.0	2.776764
59.0	2.776764
60.0	2.776764
61.0	2.776764
62.0	2.776764
63.0	2.776764
64.0	2.776764
65.0	2.776764
66.0	2.776764
67.0	2.776764
68.0	2.776764
69.0	2.776764
70.0	2.776764
71.0	2.776764
72.0	2.776764
73.0	2.776764
74.0	2.776764
75.0	2.776764
76.0	2.776764
77.0	2.776764
78.0	2.776764
79.0	2.776764
80.0	2.776764
81.0	2.776764
82.0	2.776764
83.0	2.776764
84.0	2.776764
85.0	2.776764
86.0	2.776764
87.0	2.776764
88.0	2.776764
89.0	2.776764
90.0	2.776764
91.0	2.776764
92.0	2.776764
93.0	2.776764
94.0	2.776764
95.0	2.776764
96.0	2.776764
97.0	2.776764
98.0	2.776764
99.0	2.776764
100.0	2.776764

