## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458423.sorted.bam] OUTPUT=SRR7458423.marked_duplicates.bam METRICS_FILE=SRR7458423.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:07:58 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1142556	4365226	7857873	5862302	492496	831797	0	0.218382	9947558

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.644794
3.0	2.060554
4.0	2.328634
5.0	2.50149
6.0	2.612946
7.0	2.684813
8.0	2.731152
9.0	2.761031
10.0	2.780297
11.0	2.79272
12.0	2.80073
13.0	2.805895
14.0	2.809225
15.0	2.811372
16.0	2.812757
17.0	2.81365
18.0	2.814225
19.0	2.814597
20.0	2.814836
21.0	2.81499
22.0	2.81509
23.0	2.815154
24.0	2.815195
25.0	2.815222
26.0	2.815239
27.0	2.81525
28.0	2.815257
29.0	2.815262
30.0	2.815265
31.0	2.815267
32.0	2.815268
33.0	2.815269
34.0	2.815269
35.0	2.81527
36.0	2.81527
37.0	2.81527
38.0	2.81527
39.0	2.81527
40.0	2.81527
41.0	2.81527
42.0	2.81527
43.0	2.81527
44.0	2.81527
45.0	2.81527
46.0	2.81527
47.0	2.81527
48.0	2.81527
49.0	2.81527
50.0	2.81527
51.0	2.81527
52.0	2.81527
53.0	2.81527
54.0	2.81527
55.0	2.81527
56.0	2.81527
57.0	2.81527
58.0	2.81527
59.0	2.81527
60.0	2.81527
61.0	2.81527
62.0	2.81527
63.0	2.81527
64.0	2.81527
65.0	2.81527
66.0	2.81527
67.0	2.81527
68.0	2.81527
69.0	2.81527
70.0	2.81527
71.0	2.81527
72.0	2.81527
73.0	2.81527
74.0	2.81527
75.0	2.81527
76.0	2.81527
77.0	2.81527
78.0	2.81527
79.0	2.81527
80.0	2.81527
81.0	2.81527
82.0	2.81527
83.0	2.81527
84.0	2.81527
85.0	2.81527
86.0	2.81527
87.0	2.81527
88.0	2.81527
89.0	2.81527
90.0	2.81527
91.0	2.81527
92.0	2.81527
93.0	2.81527
94.0	2.81527
95.0	2.81527
96.0	2.81527
97.0	2.81527
98.0	2.81527
99.0	2.81527
100.0	2.81527

