## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458419.sorted.bam] OUTPUT=SRR7458419.marked_duplicates.bam METRICS_FILE=SRR7458419.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:11:43 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1824174	6913158	3348200	8727280	1298297	2339903	0	0.381975	7747389

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.409704
3.0	1.577561
4.0	1.646333
5.0	1.674509
6.0	1.686052
7.0	1.690782
8.0	1.69272
9.0	1.693514
10.0	1.693839
11.0	1.693972
12.0	1.694027
13.0	1.694049
14.0	1.694058
15.0	1.694062
16.0	1.694063
17.0	1.694064
18.0	1.694064
19.0	1.694064
20.0	1.694064
21.0	1.694064
22.0	1.694065
23.0	1.694065
24.0	1.694065
25.0	1.694065
26.0	1.694065
27.0	1.694065
28.0	1.694065
29.0	1.694065
30.0	1.694065
31.0	1.694065
32.0	1.694065
33.0	1.694065
34.0	1.694065
35.0	1.694065
36.0	1.694065
37.0	1.694065
38.0	1.694065
39.0	1.694065
40.0	1.694065
41.0	1.694065
42.0	1.694065
43.0	1.694065
44.0	1.694065
45.0	1.694065
46.0	1.694065
47.0	1.694065
48.0	1.694065
49.0	1.694065
50.0	1.694065
51.0	1.694065
52.0	1.694065
53.0	1.694065
54.0	1.694065
55.0	1.694065
56.0	1.694065
57.0	1.694065
58.0	1.694065
59.0	1.694065
60.0	1.694065
61.0	1.694065
62.0	1.694065
63.0	1.694065
64.0	1.694065
65.0	1.694065
66.0	1.694065
67.0	1.694065
68.0	1.694065
69.0	1.694065
70.0	1.694065
71.0	1.694065
72.0	1.694065
73.0	1.694065
74.0	1.694065
75.0	1.694065
76.0	1.694065
77.0	1.694065
78.0	1.694065
79.0	1.694065
80.0	1.694065
81.0	1.694065
82.0	1.694065
83.0	1.694065
84.0	1.694065
85.0	1.694065
86.0	1.694065
87.0	1.694065
88.0	1.694065
89.0	1.694065
90.0	1.694065
91.0	1.694065
92.0	1.694065
93.0	1.694065
94.0	1.694065
95.0	1.694065
96.0	1.694065
97.0	1.694065
98.0	1.694065
99.0	1.694065
100.0	1.694065

