## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458424.sorted.bam] OUTPUT=SRR7458424.marked_duplicates.bam METRICS_FILE=SRR7458424.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:11:57 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	863102	5440177	9500800	6766728	413335	1126623	0	0.22707	11250593

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.616593
3.0	1.99678
4.0	2.231201
5.0	2.375743
6.0	2.464867
7.0	2.51982
8.0	2.553704
9.0	2.574597
10.0	2.587479
11.0	2.595422
12.0	2.600319
13.0	2.603339
14.0	2.605201
15.0	2.606349
16.0	2.607057
17.0	2.607494
18.0	2.607763
19.0	2.607929
20.0	2.608031
21.0	2.608094
22.0	2.608133
23.0	2.608157
24.0	2.608172
25.0	2.608181
26.0	2.608187
27.0	2.60819
28.0	2.608192
29.0	2.608194
30.0	2.608194
31.0	2.608195
32.0	2.608195
33.0	2.608195
34.0	2.608196
35.0	2.608196
36.0	2.608196
37.0	2.608196
38.0	2.608196
39.0	2.608196
40.0	2.608196
41.0	2.608196
42.0	2.608196
43.0	2.608196
44.0	2.608196
45.0	2.608196
46.0	2.608196
47.0	2.608196
48.0	2.608196
49.0	2.608196
50.0	2.608196
51.0	2.608196
52.0	2.608196
53.0	2.608196
54.0	2.608196
55.0	2.608196
56.0	2.608196
57.0	2.608196
58.0	2.608196
59.0	2.608196
60.0	2.608196
61.0	2.608196
62.0	2.608196
63.0	2.608196
64.0	2.608196
65.0	2.608196
66.0	2.608196
67.0	2.608196
68.0	2.608196
69.0	2.608196
70.0	2.608196
71.0	2.608196
72.0	2.608196
73.0	2.608196
74.0	2.608196
75.0	2.608196
76.0	2.608196
77.0	2.608196
78.0	2.608196
79.0	2.608196
80.0	2.608196
81.0	2.608196
82.0	2.608196
83.0	2.608196
84.0	2.608196
85.0	2.608196
86.0	2.608196
87.0	2.608196
88.0	2.608196
89.0	2.608196
90.0	2.608196
91.0	2.608196
92.0	2.608196
93.0	2.608196
94.0	2.608196
95.0	2.608196
96.0	2.608196
97.0	2.608196
98.0	2.608196
99.0	2.608196
100.0	2.608196

