## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458415.sorted.bam] OUTPUT=SRR7458415.marked_duplicates.bam METRICS_FILE=SRR7458415.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 19:50:47 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	457	3542	1293	3871	74	271	0	0.081687	21950

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	0.999997
2.0	1.850975
3.0	2.575139
4.0	3.191389
5.0	3.715805
6.0	4.162073
7.0	4.541838
8.0	4.86501
9.0	5.140023
10.0	5.374053
11.0	5.573209
12.0	5.742686
13.0	5.886907
14.0	6.009637
15.0	6.114078
16.0	6.202955
17.0	6.278587
18.0	6.342949
19.0	6.397719
20.0	6.444328
21.0	6.483991
22.0	6.517743
23.0	6.546466
24.0	6.570908
25.0	6.591708
26.0	6.609408
27.0	6.624471
28.0	6.637289
29.0	6.648197
30.0	6.657479
31.0	6.665378
32.0	6.6721
33.0	6.67782
34.0	6.682688
35.0	6.686831
36.0	6.690356
37.0	6.693356
38.0	6.695908
39.0	6.698081
40.0	6.699929
41.0	6.701503
42.0	6.702841
43.0	6.703981
44.0	6.70495
45.0	6.705775
46.0	6.706477
47.0	6.707074
48.0	6.707583
49.0	6.708016
50.0	6.708384
51.0	6.708697
52.0	6.708964
53.0	6.70919
54.0	6.709384
55.0	6.709548
56.0	6.709688
57.0	6.709807
58.0	6.709908
59.0	6.709994
60.0	6.710067
61.0	6.71013
62.0	6.710183
63.0	6.710228
64.0	6.710267
65.0	6.710299
66.0	6.710327
67.0	6.710351
68.0	6.710371
69.0	6.710388
70.0	6.710403
71.0	6.710415
72.0	6.710426
73.0	6.710435
74.0	6.710442
75.0	6.710449
76.0	6.710454
77.0	6.710459
78.0	6.710463
79.0	6.710467
80.0	6.710469
81.0	6.710472
82.0	6.710474
83.0	6.710476
84.0	6.710477
85.0	6.710479
86.0	6.71048
87.0	6.710481
88.0	6.710482
89.0	6.710482
90.0	6.710483
91.0	6.710483
92.0	6.710484
93.0	6.710484
94.0	6.710484
95.0	6.710485
96.0	6.710485
97.0	6.710485
98.0	6.710485
99.0	6.710485
100.0	6.710485

