## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRZ7458412.sorted.bam] OUTPUT=SRZ7458412.marked_duplicates.bam METRICS_FILE=SRZ7458412.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 18 20:52:31 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1709039	7351064	10311812	6168379	575812	852952	0	0.139034	29176208

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.77728
3.0	2.381445
4.0	2.851051
5.0	3.216066
6.0	3.499785
7.0	3.720315
8.0	3.891728
9.0	4.024964
10.0	4.128526
11.0	4.209022
12.0	4.271591
13.0	4.320224
14.0	4.358026
15.0	4.387408
16.0	4.410247
17.0	4.427998
18.0	4.441797
19.0	4.452522
20.0	4.460858
21.0	4.467338
22.0	4.472374
23.0	4.476289
24.0	4.479332
25.0	4.481697
26.0	4.483536
27.0	4.484965
28.0	4.486075
29.0	4.486939
30.0	4.48761
31.0	4.488131
32.0	4.488537
33.0	4.488852
34.0	4.489097
35.0	4.489287
36.0	4.489435
37.0	4.48955
38.0	4.48964
39.0	4.489709
40.0	4.489763
41.0	4.489805
42.0	4.489838
43.0	4.489863
44.0	4.489883
45.0	4.489898
46.0	4.48991
47.0	4.489919
48.0	4.489926
49.0	4.489932
50.0	4.489936
51.0	4.48994
52.0	4.489942
53.0	4.489944
54.0	4.489946
55.0	4.489947
56.0	4.489948
57.0	4.489949
58.0	4.48995
59.0	4.48995
60.0	4.48995
61.0	4.489951
62.0	4.489951
63.0	4.489951
64.0	4.489951
65.0	4.489951
66.0	4.489951
67.0	4.489951
68.0	4.489951
69.0	4.489951
70.0	4.489951
71.0	4.489951
72.0	4.489951
73.0	4.489951
74.0	4.489952
75.0	4.489952
76.0	4.489952
77.0	4.489952
78.0	4.489952
79.0	4.489952
80.0	4.489952
81.0	4.489952
82.0	4.489952
83.0	4.489952
84.0	4.489952
85.0	4.489952
86.0	4.489952
87.0	4.489952
88.0	4.489952
89.0	4.489952
90.0	4.489952
91.0	4.489952
92.0	4.489952
93.0	4.489952
94.0	4.489952
95.0	4.489952
96.0	4.489952
97.0	4.489952
98.0	4.489952
99.0	4.489952
100.0	4.489952

