## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458418.sorted.bam] OUTPUT=SRR7458418.marked_duplicates.bam METRICS_FILE=SRR7458418.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:03:17 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	681346	2347310	5707837	4144136	370796	579695	0	0.284635	3932641

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.550527
3.0	1.853607
4.0	2.020461
5.0	2.112319
6.0	2.162889
7.0	2.190729
8.0	2.206056
9.0	2.214494
10.0	2.219139
11.0	2.221697
12.0	2.223105
13.0	2.22388
14.0	2.224306
15.0	2.224541
16.0	2.224671
17.0	2.224742
18.0	2.224781
19.0	2.224803
20.0	2.224814
21.0	2.224821
22.0	2.224825
23.0	2.224827
24.0	2.224828
25.0	2.224828
26.0	2.224829
27.0	2.224829
28.0	2.224829
29.0	2.224829
30.0	2.224829
31.0	2.224829
32.0	2.224829
33.0	2.224829
34.0	2.224829
35.0	2.224829
36.0	2.224829
37.0	2.224829
38.0	2.224829
39.0	2.224829
40.0	2.224829
41.0	2.224829
42.0	2.224829
43.0	2.224829
44.0	2.224829
45.0	2.224829
46.0	2.224829
47.0	2.224829
48.0	2.224829
49.0	2.224829
50.0	2.224829
51.0	2.224829
52.0	2.224829
53.0	2.224829
54.0	2.224829
55.0	2.224829
56.0	2.224829
57.0	2.224829
58.0	2.224829
59.0	2.224829
60.0	2.224829
61.0	2.224829
62.0	2.224829
63.0	2.224829
64.0	2.224829
65.0	2.224829
66.0	2.224829
67.0	2.224829
68.0	2.224829
69.0	2.224829
70.0	2.224829
71.0	2.224829
72.0	2.224829
73.0	2.224829
74.0	2.224829
75.0	2.224829
76.0	2.224829
77.0	2.224829
78.0	2.224829
79.0	2.224829
80.0	2.224829
81.0	2.224829
82.0	2.224829
83.0	2.224829
84.0	2.224829
85.0	2.224829
86.0	2.224829
87.0	2.224829
88.0	2.224829
89.0	2.224829
90.0	2.224829
91.0	2.224829
92.0	2.224829
93.0	2.224829
94.0	2.224829
95.0	2.224829
96.0	2.224829
97.0	2.224829
98.0	2.224829
99.0	2.224829
100.0	2.224829

