## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458425.sorted.bam] OUTPUT=SRR7458425.marked_duplicates.bam METRICS_FILE=SRR7458425.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:27:29 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	2746088	11738445	5005469	18111708	2192914	5007127	0	0.465514	9478671

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.289846
3.0	1.373856
4.0	1.398207
5.0	1.405264
6.0	1.40731
7.0	1.407903
8.0	1.408075
9.0	1.408125
10.0	1.408139
11.0	1.408143
12.0	1.408144
13.0	1.408145
14.0	1.408145
15.0	1.408145
16.0	1.408145
17.0	1.408145
18.0	1.408145
19.0	1.408145
20.0	1.408145
21.0	1.408145
22.0	1.408145
23.0	1.408145
24.0	1.408145
25.0	1.408145
26.0	1.408145
27.0	1.408145
28.0	1.408145
29.0	1.408145
30.0	1.408145
31.0	1.408145
32.0	1.408145
33.0	1.408145
34.0	1.408145
35.0	1.408145
36.0	1.408145
37.0	1.408145
38.0	1.408145
39.0	1.408145
40.0	1.408145
41.0	1.408145
42.0	1.408145
43.0	1.408145
44.0	1.408145
45.0	1.408145
46.0	1.408145
47.0	1.408145
48.0	1.408145
49.0	1.408145
50.0	1.408145
51.0	1.408145
52.0	1.408145
53.0	1.408145
54.0	1.408145
55.0	1.408145
56.0	1.408145
57.0	1.408145
58.0	1.408145
59.0	1.408145
60.0	1.408145
61.0	1.408145
62.0	1.408145
63.0	1.408145
64.0	1.408145
65.0	1.408145
66.0	1.408145
67.0	1.408145
68.0	1.408145
69.0	1.408145
70.0	1.408145
71.0	1.408145
72.0	1.408145
73.0	1.408145
74.0	1.408145
75.0	1.408145
76.0	1.408145
77.0	1.408145
78.0	1.408145
79.0	1.408145
80.0	1.408145
81.0	1.408145
82.0	1.408145
83.0	1.408145
84.0	1.408145
85.0	1.408145
86.0	1.408145
87.0	1.408145
88.0	1.408145
89.0	1.408145
90.0	1.408145
91.0	1.408145
92.0	1.408145
93.0	1.408145
94.0	1.408145
95.0	1.408145
96.0	1.408145
97.0	1.408145
98.0	1.408145
99.0	1.408145
100.0	1.408145

