## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRZ7458419.sorted.bam] OUTPUT=SRZ7458419.marked_duplicates.bam METRICS_FILE=SRZ7458419.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 18 20:52:31 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	2200497	9611566	4502808	12243857	1634483	3553873	0	0.408065	9543872

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.365279
3.0	1.498708
4.0	1.547447
5.0	1.56525
6.0	1.571754
7.0	1.574129
8.0	1.574997
9.0	1.575314
10.0	1.57543
11.0	1.575472
12.0	1.575487
13.0	1.575493
14.0	1.575495
15.0	1.575496
16.0	1.575496
17.0	1.575496
18.0	1.575496
19.0	1.575496
20.0	1.575496
21.0	1.575496
22.0	1.575496
23.0	1.575496
24.0	1.575496
25.0	1.575496
26.0	1.575496
27.0	1.575496
28.0	1.575496
29.0	1.575496
30.0	1.575496
31.0	1.575496
32.0	1.575496
33.0	1.575496
34.0	1.575496
35.0	1.575496
36.0	1.575496
37.0	1.575496
38.0	1.575496
39.0	1.575496
40.0	1.575496
41.0	1.575496
42.0	1.575496
43.0	1.575496
44.0	1.575496
45.0	1.575496
46.0	1.575496
47.0	1.575496
48.0	1.575496
49.0	1.575496
50.0	1.575496
51.0	1.575496
52.0	1.575496
53.0	1.575496
54.0	1.575496
55.0	1.575496
56.0	1.575496
57.0	1.575496
58.0	1.575496
59.0	1.575496
60.0	1.575496
61.0	1.575496
62.0	1.575496
63.0	1.575496
64.0	1.575496
65.0	1.575496
66.0	1.575496
67.0	1.575496
68.0	1.575496
69.0	1.575496
70.0	1.575496
71.0	1.575496
72.0	1.575496
73.0	1.575496
74.0	1.575496
75.0	1.575496
76.0	1.575496
77.0	1.575496
78.0	1.575496
79.0	1.575496
80.0	1.575496
81.0	1.575496
82.0	1.575496
83.0	1.575496
84.0	1.575496
85.0	1.575496
86.0	1.575496
87.0	1.575496
88.0	1.575496
89.0	1.575496
90.0	1.575496
91.0	1.575496
92.0	1.575496
93.0	1.575496
94.0	1.575496
95.0	1.575496
96.0	1.575496
97.0	1.575496
98.0	1.575496
99.0	1.575496
100.0	1.575496

