## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458426.sorted.bam] OUTPUT=SRR7458426.marked_duplicates.bam METRICS_FILE=SRR7458426.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:30:59 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	3058189	13624147	14965022	13423655	1203131	2013847	0	0.172598	41422214

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.719708
3.0	2.237688
4.0	2.610483
5.0	2.878787
6.0	3.071887
7.0	3.210863
8.0	3.310885
9.0	3.382871
10.0	3.434681
11.0	3.471969
12.0	3.498805
13.0	3.518119
14.0	3.53202
15.0	3.542024
16.0	3.549224
17.0	3.554407
18.0	3.558136
19.0	3.56082
20.0	3.562752
21.0	3.564143
22.0	3.565143
23.0	3.565863
24.0	3.566382
25.0	3.566755
26.0	3.567023
27.0	3.567216
28.0	3.567356
29.0	3.567456
30.0	3.567528
31.0	3.56758
32.0	3.567617
33.0	3.567644
34.0	3.567663
35.0	3.567677
36.0	3.567687
37.0	3.567694
38.0	3.567699
39.0	3.567703
40.0	3.567706
41.0	3.567708
42.0	3.567709
43.0	3.56771
44.0	3.567711
45.0	3.567711
46.0	3.567712
47.0	3.567712
48.0	3.567712
49.0	3.567712
50.0	3.567712
51.0	3.567712
52.0	3.567713
53.0	3.567713
54.0	3.567713
55.0	3.567713
56.0	3.567713
57.0	3.567713
58.0	3.567713
59.0	3.567713
60.0	3.567713
61.0	3.567713
62.0	3.567713
63.0	3.567713
64.0	3.567713
65.0	3.567713
66.0	3.567713
67.0	3.567713
68.0	3.567713
69.0	3.567713
70.0	3.567713
71.0	3.567713
72.0	3.567713
73.0	3.567713
74.0	3.567713
75.0	3.567713
76.0	3.567713
77.0	3.567713
78.0	3.567713
79.0	3.567713
80.0	3.567713
81.0	3.567713
82.0	3.567713
83.0	3.567713
84.0	3.567713
85.0	3.567713
86.0	3.567713
87.0	3.567713
88.0	3.567713
89.0	3.567713
90.0	3.567713
91.0	3.567713
92.0	3.567713
93.0	3.567713
94.0	3.567713
95.0	3.567713
96.0	3.567713
97.0	3.567713
98.0	3.567713
99.0	3.567713
100.0	3.567713

