## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[SRR7458417.sorted.bam] OUTPUT=SRR7458417.marked_duplicates.bam METRICS_FILE=SRR7458417.marked_dup_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 16 20:31:59 MST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	2794582	11931007	15254299	11599042	1181935	1933079	0	0.189375	32724406

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1
2.0	1.694481
3.0	2.176785
4.0	2.511736
5.0	2.744353
6.0	2.905901
7.0	3.018093
8.0	3.096008
9.0	3.150119
10.0	3.187698
11.0	3.213795
12.0	3.23192
13.0	3.244507
14.0	3.253248
15.0	3.259319
16.0	3.263535
17.0	3.266463
18.0	3.268497
19.0	3.269909
20.0	3.270889
21.0	3.271571
22.0	3.272044
23.0	3.272372
24.0	3.2726
25.0	3.272759
26.0	3.272869
27.0	3.272945
28.0	3.272998
29.0	3.273035
30.0	3.273061
31.0	3.273078
32.0	3.273091
33.0	3.273099
34.0	3.273105
35.0	3.273109
36.0	3.273112
37.0	3.273114
38.0	3.273116
39.0	3.273117
40.0	3.273117
41.0	3.273118
42.0	3.273118
43.0	3.273118
44.0	3.273118
45.0	3.273119
46.0	3.273119
47.0	3.273119
48.0	3.273119
49.0	3.273119
50.0	3.273119
51.0	3.273119
52.0	3.273119
53.0	3.273119
54.0	3.273119
55.0	3.273119
56.0	3.273119
57.0	3.273119
58.0	3.273119
59.0	3.273119
60.0	3.273119
61.0	3.273119
62.0	3.273119
63.0	3.273119
64.0	3.273119
65.0	3.273119
66.0	3.273119
67.0	3.273119
68.0	3.273119
69.0	3.273119
70.0	3.273119
71.0	3.273119
72.0	3.273119
73.0	3.273119
74.0	3.273119
75.0	3.273119
76.0	3.273119
77.0	3.273119
78.0	3.273119
79.0	3.273119
80.0	3.273119
81.0	3.273119
82.0	3.273119
83.0	3.273119
84.0	3.273119
85.0	3.273119
86.0	3.273119
87.0	3.273119
88.0	3.273119
89.0	3.273119
90.0	3.273119
91.0	3.273119
92.0	3.273119
93.0	3.273119
94.0	3.273119
95.0	3.273119
96.0	3.273119
97.0	3.273119
98.0	3.273119
99.0	3.273119
100.0	3.273119

